prop_min,prop_covert,beta,prop_covert_top_k,prop_overt_top_k,prop_covert_rescaled,prop_all_minorities_top_k
0.1,0.044444444,0.1,0.06,0.04,0.088888889,0.1
0.1,0.044444444,0.15,0.04,0.04,0.088888889,0.08
0.1,0.044444444,0.2,0.035,0.04,0.088888889,0.075
0.1,0.044444444,0.25,0.044,0.044,0.088888889,0.088
0.1,0.044444444,0.3,0.04,0.053333333,0.088888889,0.093333333
0.1,0.044444444,0.35,0.045714286,0.051428571,0.088888889,0.097142857
0.1,0.044444444,0.4,0.0425,0.0475,0.088888889,0.09
0.1,0.044444444,0.45,0.037777778,0.042222222,0.088888889,0.08
0.1,0.044444444,0.5,0.034,0.038,0.088888889,0.072
0.1,0.044444444,0.55,0.030909091,0.034545455,0.088888889,0.065454545
0.1,0.044444444,0.6,0.028333333,0.031666667,0.088888889,0.06
0.1,0.044444444,0.65,0.026153846,0.029230769,0.088888889,0.055384615
0.1,0.044444444,0.7,0.024285714,0.027142857,0.088888889,0.051428571
0.1,0.044444444,0.75,0.022666667,0.025333333,0.088888889,0.048
0.1,0.044444444,0.8,0.02125,0.02375,0.088888889,0.045
0.1,0.044444444,0.85,0.02,0.022352941,0.088888889,0.042352941
0.1,0.044444444,0.9,0.018888889,0.021111111,0.088888889,0.04
0.1,0.044444444,0.95,0.032631579,0.02,0.088888889,0.052631579
0.1,0.044444444,1,0.044,0.056,0.088888889,0.1
0.1,0.044444444,0.05,0.04,0.02,0.088888889,0.06
0.1,0.044444444,0.1,0.06,0.01,0.088888889,0.07
0.1,0.044444444,0.15,0.066666667,0.013333333,0.088888889,0.08
0.1,0.044444444,0.2,0.06,0.015,0.088888889,0.075
0.1,0.044444444,0.25,0.052,0.028,0.088888889,0.08
0.1,0.044444444,0.3,0.053333333,0.03,0.088888889,0.083333333
0.1,0.044444444,0.35,0.065714286,0.031428571,0.088888889,0.097142857
0.1,0.044444444,0.4,0.0575,0.03,0.088888889,0.0875
0.1,0.044444444,0.45,0.051111111,0.026666667,0.088888889,0.077777778
0.1,0.044444444,0.5,0.046,0.024,0.088888889,0.07
0.1,0.044444444,0.55,0.041818182,0.021818182,0.088888889,0.063636364
0.1,0.044444444,0.6,0.038333333,0.02,0.088888889,0.058333333
0.1,0.044444444,0.65,0.035384615,0.018461538,0.088888889,0.053846154
0.1,0.044444444,0.7,0.032857143,0.017142857,0.088888889,0.05
0.1,0.044444444,0.75,0.030666667,0.016,0.088888889,0.046666667
0.1,0.044444444,0.8,0.02875,0.015,0.088888889,0.04375
0.1,0.044444444,0.85,0.027058824,0.014117647,0.088888889,0.041176471
0.1,0.044444444,0.9,0.025555556,0.013333333,0.088888889,0.038888889
0.1,0.044444444,0.95,0.04,0.012631579,0.088888889,0.052631579
0.1,0.044444444,1,0.044,0.056,0.088888889,0.1
0.1,0.055555556,0.05,0.16,0,0.111111111,0.16
0.1,0.055555556,0.1,0.08,0.01,0.111111111,0.09
0.1,0.055555556,0.15,0.06,0.02,0.111111111,0.08
0.1,0.055555556,0.2,0.055,0.025,0.111111111,0.08
0.1,0.055555556,0.25,0.068,0.024,0.111111111,0.092
0.1,0.055555556,0.3,0.066666667,0.023333333,0.111111111,0.09
0.1,0.055555556,0.35,0.057142857,0.022857143,0.111111111,0.08
0.1,0.055555556,0.4,0.05,0.02,0.111111111,0.07
0.1,0.055555556,0.45,0.044444444,0.017777778,0.111111111,0.062222222
0.1,0.055555556,0.5,0.04,0.016,0.111111111,0.056
0.1,0.055555556,0.55,0.036363636,0.014545455,0.111111111,0.050909091
0.1,0.055555556,0.6,0.033333333,0.013333333,0.111111111,0.046666667
0.1,0.055555556,0.65,0.030769231,0.012307692,0.111111111,0.043076923
0.1,0.055555556,0.7,0.028571429,0.011428571,0.111111111,0.04
0.1,0.055555556,0.75,0.026666667,0.010666667,0.111111111,0.037333333
0.1,0.055555556,0.8,0.025,0.01,0.111111111,0.035
0.1,0.055555556,0.85,0.023529412,0.009411765,0.111111111,0.032941176
0.1,0.055555556,0.9,0.022222222,0.008888889,0.111111111,0.031111111
0.1,0.055555556,0.95,0.044210526,0.008421053,0.111111111,0.052631579
0.1,0.055555556,1,0.056,0.044,0.111111111,0.1
0.1,0.055555556,0.05,0.04,0.04,0.111111111,0.08
0.1,0.055555556,0.1,0.08,0.03,0.111111111,0.11
0.1,0.055555556,0.15,0.073333333,0.046666667,0.111111111,0.12
0.1,0.055555556,0.2,0.065,0.04,0.111111111,0.105
0.1,0.055555556,0.25,0.068,0.036,0.111111111,0.104
0.1,0.055555556,0.3,0.063333333,0.03,0.111111111,0.093333333
0.1,0.055555556,0.35,0.054285714,0.031428571,0.111111111,0.085714286
0.1,0.055555556,0.4,0.0475,0.03,0.111111111,0.0775
0.1,0.055555556,0.45,0.042222222,0.026666667,0.111111111,0.068888889
0.1,0.055555556,0.5,0.038,0.024,0.111111111,0.062
0.1,0.055555556,0.55,0.034545455,0.021818182,0.111111111,0.056363636
0.1,0.055555556,0.6,0.031666667,0.02,0.111111111,0.051666667
0.1,0.055555556,0.65,0.029230769,0.018461538,0.111111111,0.047692308
0.1,0.055555556,0.7,0.027142857,0.017142857,0.111111111,0.044285714
0.1,0.055555556,0.75,0.025333333,0.016,0.111111111,0.041333333
0.1,0.055555556,0.8,0.02375,0.015,0.111111111,0.03875
0.1,0.055555556,0.85,0.022352941,0.014117647,0.111111111,0.036470588
0.1,0.055555556,0.9,0.021111111,0.013333333,0.111111111,0.034444444
0.1,0.055555556,0.95,0.04,0.012631579,0.111111111,0.052631579
0.1,0.055555556,1,0.056,0.044,0.111111111,0.1
0.1,0.055555556,0.05,0.04,0,0.111111111,0.04
0.1,0.055555556,0.1,0.05,0.02,0.111111111,0.07
0.1,0.055555556,0.15,0.04,0.033333333,0.111111111,0.073333333
0.1,0.055555556,0.2,0.045,0.03,0.111111111,0.075
0.1,0.055555556,0.25,0.052,0.024,0.111111111,0.076
0.1,0.055555556,0.3,0.063333333,0.026666667,0.111111111,0.09
0.1,0.055555556,0.35,0.06,0.028571429,0.111111111,0.088571429
0.1,0.055555556,0.4,0.0575,0.025,0.111111111,0.0825
0.1,0.055555556,0.45,0.051111111,0.022222222,0.111111111,0.073333333
0.1,0.055555556,0.5,0.046,0.02,0.111111111,0.066
0.1,0.055555556,0.55,0.041818182,0.018181818,0.111111111,0.06
0.1,0.055555556,0.6,0.038333333,0.016666667,0.111111111,0.055
0.1,0.055555556,0.65,0.035384615,0.015384615,0.111111111,0.050769231
0.1,0.055555556,0.7,0.032857143,0.014285714,0.111111111,0.047142857
0.1,0.055555556,0.75,0.030666667,0.013333333,0.111111111,0.044
0.1,0.055555556,0.8,0.02875,0.0125,0.111111111,0.04125
0.1,0.055555556,0.85,0.027058824,0.011764706,0.111111111,0.038823529
0.1,0.055555556,0.9,0.025555556,0.011111111,0.111111111,0.036666667
0.1,0.055555556,0.95,0.042105263,0.010526316,0.111111111,0.052631579
0.1,0.055555556,1,0.056,0.044,0.111111111,0.1
0.1,0.055555556,0.05,0.08,0.02,0.111111111,0.1
0.1,0.055555556,0.1,0.08,0.01,0.111111111,0.09
0.1,0.055555556,0.15,0.086666667,0.013333333,0.111111111,0.1
0.1,0.055555556,0.2,0.07,0.015,0.111111111,0.085
0.1,0.055555556,0.25,0.072,0.02,0.111111111,0.092
0.1,0.055555556,0.3,0.06,0.023333333,0.111111111,0.083333333
0.1,0.055555556,0.35,0.062857143,0.031428571,0.111111111,0.094285714
0.1,0.055555556,0.4,0.0625,0.03,0.111111111,0.0925
0.1,0.055555556,0.45,0.055555556,0.026666667,0.111111111,0.082222222
0.1,0.055555556,0.5,0.05,0.024,0.111111111,0.074
0.1,0.055555556,0.55,0.045454545,0.021818182,0.111111111,0.067272727
0.1,0.055555556,0.6,0.041666667,0.02,0.111111111,0.061666667
0.1,0.055555556,0.65,0.038461538,0.018461538,0.111111111,0.056923077
0.1,0.055555556,0.7,0.035714286,0.017142857,0.111111111,0.052857143
0.1,0.055555556,0.75,0.033333333,0.016,0.111111111,0.049333333
0.1,0.055555556,0.8,0.03125,0.015,0.111111111,0.04625
0.1,0.055555556,0.85,0.029411765,0.014117647,0.111111111,0.043529412
0.1,0.055555556,0.9,0.027777778,0.013333333,0.111111111,0.041111111
0.1,0.055555556,0.95,0.04,0.012631579,0.111111111,0.052631579
0.1,0.055555556,1,0.056,0.044,0.111111111,0.1
0.1,0.055555556,0.05,0.04,0,0.111111111,0.04
0.1,0.055555556,0.1,0.06,0.02,0.111111111,0.08
0.1,0.055555556,0.15,0.053333333,0.04,0.111111111,0.093333333
0.1,0.055555556,0.2,0.05,0.035,0.111111111,0.085
0.1,0.055555556,0.25,0.052,0.04,0.111111111,0.092
0.1,0.055555556,0.3,0.053333333,0.046666667,0.111111111,0.1
0.1,0.055555556,0.35,0.057142857,0.045714286,0.111111111,0.102857143
0.1,0.055555556,0.4,0.055,0.0475,0.111111111,0.1025
0.1,0.055555556,0.45,0.048888889,0.042222222,0.111111111,0.091111111
0.1,0.055555556,0.5,0.044,0.038,0.111111111,0.082
0.1,0.055555556,0.55,0.04,0.034545455,0.111111111,0.074545455
0.1,0.055555556,0.6,0.036666667,0.031666667,0.111111111,0.068333333
0.1,0.055555556,0.65,0.033846154,0.029230769,0.111111111,0.063076923
0.1,0.055555556,0.7,0.031428571,0.027142857,0.111111111,0.058571429
0.1,0.055555556,0.75,0.029333333,0.025333333,0.111111111,0.054666667
0.1,0.055555556,0.8,0.0275,0.02375,0.111111111,0.05125
0.1,0.055555556,0.85,0.025882353,0.022352941,0.111111111,0.048235294
0.1,0.055555556,0.9,0.024444444,0.021111111,0.111111111,0.045555556
0.1,0.055555556,0.95,0.032631579,0.02,0.111111111,0.052631579
0.1,0.055555556,1,0.056,0.044,0.111111111,0.1
0.1,0.055555556,0.05,0.04,0,0.111111111,0.04
0.1,0.055555556,0.1,0.06,0.02,0.111111111,0.08
0.1,0.055555556,0.15,0.06,0.013333333,0.111111111,0.073333333
0.1,0.055555556,0.2,0.05,0.02,0.111111111,0.07
0.1,0.055555556,0.25,0.048,0.032,0.111111111,0.08
0.1,0.055555556,0.3,0.05,0.033333333,0.111111111,0.083333333
0.1,0.055555556,0.35,0.051428571,0.04,0.111111111,0.091428571
0.1,0.055555556,0.4,0.0475,0.04,0.111111111,0.0875
0.1,0.055555556,0.45,0.042222222,0.035555556,0.111111111,0.077777778
0.1,0.055555556,0.5,0.038,0.032,0.111111111,0.07
0.1,0.055555556,0.55,0.034545455,0.029090909,0.111111111,0.063636364
0.1,0.055555556,0.6,0.031666667,0.026666667,0.111111111,0.058333333
0.1,0.055555556,0.65,0.029230769,0.024615385,0.111111111,0.053846154
0.1,0.055555556,0.7,0.027142857,0.022857143,0.111111111,0.05
0.1,0.055555556,0.75,0.025333333,0.021333333,0.111111111,0.046666667
0.1,0.055555556,0.8,0.02375,0.02,0.111111111,0.04375
0.1,0.055555556,0.85,0.022352941,0.018823529,0.111111111,0.041176471
0.1,0.055555556,0.9,0.021111111,0.017777778,0.111111111,0.038888889
0.1,0.055555556,0.95,0.035789474,0.016842105,0.111111111,0.052631579
0.1,0.055555556,1,0.056,0.044,0.111111111,0.1
0.1,0.055555556,0.05,0.1,0.04,0.111111111,0.14
0.1,0.055555556,0.1,0.09,0.03,0.111111111,0.12
0.1,0.055555556,0.15,0.066666667,0.02,0.111111111,0.086666667
0.1,0.055555556,0.2,0.065,0.015,0.111111111,0.08
0.1,0.055555556,0.25,0.06,0.024,0.111111111,0.084
0.1,0.055555556,0.3,0.056666667,0.023333333,0.111111111,0.08
0.1,0.055555556,0.35,0.062857143,0.025714286,0.111111111,0.088571429
0.1,0.055555556,0.4,0.0575,0.0275,0.111111111,0.085
0.1,0.055555556,0.45,0.051111111,0.024444444,0.111111111,0.075555556
0.1,0.055555556,0.5,0.046,0.022,0.111111111,0.068
0.1,0.055555556,0.55,0.041818182,0.02,0.111111111,0.061818182
0.1,0.055555556,0.6,0.038333333,0.018333333,0.111111111,0.056666667
0.1,0.055555556,0.65,0.035384615,0.016923077,0.111111111,0.052307692
0.1,0.055555556,0.7,0.032857143,0.015714286,0.111111111,0.048571429
0.1,0.055555556,0.75,0.030666667,0.014666667,0.111111111,0.045333333
0.1,0.055555556,0.8,0.02875,0.01375,0.111111111,0.0425
0.1,0.055555556,0.85,0.027058824,0.012941176,0.111111111,0.04
0.1,0.055555556,0.9,0.025555556,0.012222222,0.111111111,0.037777778
0.1,0.055555556,0.95,0.041052632,0.011578947,0.111111111,0.052631579
0.1,0.055555556,1,0.056,0.044,0.111111111,0.1
0.1,0.055555556,0.05,0.08,0.02,0.111111111,0.1
0.1,0.055555556,0.1,0.06,0.01,0.111111111,0.07
0.1,0.055555556,0.15,0.053333333,0.006666667,0.111111111,0.06
0.1,0.055555556,0.2,0.06,0.01,0.111111111,0.07
0.1,0.055555556,0.25,0.06,0.016,0.111111111,0.076
0.1,0.055555556,0.3,0.063333333,0.03,0.111111111,0.093333333
0.1,0.055555556,0.35,0.057142857,0.037142857,0.111111111,0.094285714
0.1,0.055555556,0.4,0.0575,0.04,0.111111111,0.0975
0.1,0.055555556,0.45,0.051111111,0.035555556,0.111111111,0.086666667
0.1,0.055555556,0.5,0.046,0.032,0.111111111,0.078
0.1,0.055555556,0.55,0.041818182,0.029090909,0.111111111,0.070909091
0.1,0.055555556,0.6,0.038333333,0.026666667,0.111111111,0.065
0.1,0.055555556,0.65,0.035384615,0.024615385,0.111111111,0.06
0.1,0.055555556,0.7,0.032857143,0.022857143,0.111111111,0.055714286
0.1,0.055555556,0.75,0.030666667,0.021333333,0.111111111,0.052
0.1,0.055555556,0.8,0.02875,0.02,0.111111111,0.04875
0.1,0.055555556,0.85,0.027058824,0.018823529,0.111111111,0.045882353
0.1,0.055555556,0.9,0.025555556,0.017777778,0.111111111,0.043333333
0.1,0.055555556,0.95,0.035789474,0.016842105,0.111111111,0.052631579
0.1,0.055555556,1,0.056,0.044,0.111111111,0.1
0.1,0.055555556,0.05,0.1,0.02,0.111111111,0.12
0.1,0.055555556,0.1,0.06,0.04,0.111111111,0.1
0.1,0.055555556,0.15,0.046666667,0.046666667,0.111111111,0.093333333
0.1,0.055555556,0.2,0.05,0.04,0.111111111,0.09
0.1,0.055555556,0.25,0.052,0.036,0.111111111,0.088
0.1,0.055555556,0.3,0.06,0.036666667,0.111111111,0.096666667
0.1,0.055555556,0.35,0.071428571,0.04,0.111111111,0.111428571
0.1,0.055555556,0.4,0.0625,0.035,0.111111111,0.0975
0.1,0.055555556,0.45,0.055555556,0.031111111,0.111111111,0.086666667
0.1,0.055555556,0.5,0.05,0.028,0.111111111,0.078
0.1,0.055555556,0.55,0.045454545,0.025454545,0.111111111,0.070909091
0.1,0.055555556,0.6,0.041666667,0.023333333,0.111111111,0.065
0.1,0.055555556,0.65,0.038461538,0.021538462,0.111111111,0.06
0.1,0.055555556,0.7,0.035714286,0.02,0.111111111,0.055714286
0.1,0.055555556,0.75,0.033333333,0.018666667,0.111111111,0.052
0.1,0.055555556,0.8,0.03125,0.0175,0.111111111,0.04875
0.1,0.055555556,0.85,0.029411765,0.016470588,0.111111111,0.045882353
0.1,0.055555556,0.9,0.027777778,0.015555556,0.111111111,0.043333333
0.1,0.055555556,0.95,0.037894737,0.014736842,0.111111111,0.052631579
0.1,0.055555556,1,0.056,0.044,0.111111111,0.1
0.1,0.055555556,0.05,0.08,0.02,0.111111111,0.1
0.1,0.055555556,0.1,0.08,0.01,0.111111111,0.09
0.1,0.055555556,0.15,0.066666667,0.006666667,0.111111111,0.073333333
0.1,0.055555556,0.2,0.07,0.01,0.111111111,0.08
0.1,0.055555556,0.25,0.064,0.012,0.111111111,0.076
0.1,0.055555556,0.3,0.066666667,0.02,0.111111111,0.086666667
0.1,0.055555556,0.35,0.071428571,0.028571429,0.111111111,0.1
0.1,0.055555556,0.4,0.0625,0.025,0.111111111,0.0875
0.1,0.055555556,0.45,0.055555556,0.022222222,0.111111111,0.077777778
0.1,0.055555556,0.5,0.05,0.02,0.111111111,0.07
0.1,0.055555556,0.55,0.045454545,0.018181818,0.111111111,0.063636364
0.1,0.055555556,0.6,0.041666667,0.016666667,0.111111111,0.058333333
0.1,0.055555556,0.65,0.038461538,0.015384615,0.111111111,0.053846154
0.1,0.055555556,0.7,0.035714286,0.014285714,0.111111111,0.05
0.1,0.055555556,0.75,0.033333333,0.013333333,0.111111111,0.046666667
0.1,0.055555556,0.8,0.03125,0.0125,0.111111111,0.04375
0.1,0.055555556,0.85,0.029411765,0.011764706,0.111111111,0.041176471
0.1,0.055555556,0.9,0.027777778,0.011111111,0.111111111,0.038888889
0.1,0.055555556,0.95,0.042105263,0.010526316,0.111111111,0.052631579
0.1,0.055555556,1,0.056,0.044,0.111111111,0.1
0.1,0.066666667,0.05,0.18,0.02,0.133333333,0.2
0.1,0.066666667,0.1,0.11,0.03,0.133333333,0.14
0.1,0.066666667,0.15,0.106666667,0.026666667,0.133333333,0.133333333
0.1,0.066666667,0.2,0.085,0.02,0.133333333,0.105
0.1,0.066666667,0.25,0.076,0.02,0.133333333,0.096
0.1,0.066666667,0.3,0.073333333,0.016666667,0.133333333,0.09
0.1,0.066666667,0.35,0.074285714,0.014285714,0.133333333,0.088571429
0.1,0.066666667,0.4,0.065,0.0125,0.133333333,0.0775
0.1,0.066666667,0.45,0.057777778,0.011111111,0.133333333,0.068888889
0.1,0.066666667,0.5,0.052,0.01,0.133333333,0.062
0.1,0.066666667,0.55,0.047272727,0.009090909,0.133333333,0.056363636
0.1,0.066666667,0.6,0.043333333,0.008333333,0.133333333,0.051666667
0.1,0.066666667,0.65,0.04,0.007692308,0.133333333,0.047692308
0.1,0.066666667,0.7,0.037142857,0.007142857,0.133333333,0.044285714
0.1,0.066666667,0.75,0.034666667,0.006666667,0.133333333,0.041333333
0.1,0.066666667,0.8,0.0325,0.00625,0.133333333,0.03875
0.1,0.066666667,0.85,0.030588235,0.005882353,0.133333333,0.036470588
0.1,0.066666667,0.9,0.028888889,0.005555556,0.133333333,0.034444444
0.1,0.066666667,0.95,0.047368421,0.005263158,0.133333333,0.052631579
0.1,0.066666667,1,0.067,0.033,0.133333333,0.1
0.1,0.066666667,0.05,0.08,0.06,0.133333333,0.14
0.1,0.066666667,0.1,0.08,0.05,0.133333333,0.13
0.1,0.066666667,0.15,0.066666667,0.04,0.133333333,0.106666667
0.1,0.066666667,0.2,0.06,0.04,0.133333333,0.1
0.1,0.066666667,0.25,0.068,0.032,0.133333333,0.1
0.1,0.066666667,0.3,0.066666667,0.03,0.133333333,0.096666667
0.1,0.066666667,0.35,0.065714286,0.025714286,0.133333333,0.091428571
0.1,0.066666667,0.4,0.06,0.025,0.133333333,0.085
0.1,0.066666667,0.45,0.053333333,0.022222222,0.133333333,0.075555556
0.1,0.066666667,0.5,0.048,0.02,0.133333333,0.068
0.1,0.066666667,0.55,0.043636364,0.018181818,0.133333333,0.061818182
0.1,0.066666667,0.6,0.04,0.016666667,0.133333333,0.056666667
0.1,0.066666667,0.65,0.036923077,0.015384615,0.133333333,0.052307692
0.1,0.066666667,0.7,0.034285714,0.014285714,0.133333333,0.048571429
0.1,0.066666667,0.75,0.032,0.013333333,0.133333333,0.045333333
0.1,0.066666667,0.8,0.03,0.0125,0.133333333,0.0425
0.1,0.066666667,0.85,0.028235294,0.011764706,0.133333333,0.04
0.1,0.066666667,0.9,0.026666667,0.011111111,0.133333333,0.037777778
0.1,0.066666667,0.95,0.042105263,0.010526316,0.133333333,0.052631579
0.1,0.066666667,1,0.067,0.033,0.133333333,0.1
0.1,0.066666667,0.05,0.08,0.02,0.133333333,0.1
0.1,0.066666667,0.1,0.09,0.01,0.133333333,0.1
0.1,0.066666667,0.15,0.066666667,0.02,0.133333333,0.086666667
0.1,0.066666667,0.2,0.07,0.025,0.133333333,0.095
0.1,0.066666667,0.25,0.076,0.02,0.133333333,0.096
0.1,0.066666667,0.3,0.076666667,0.023333333,0.133333333,0.1
0.1,0.066666667,0.35,0.074285714,0.022857143,0.133333333,0.097142857
0.1,0.066666667,0.4,0.0675,0.02,0.133333333,0.0875
0.1,0.066666667,0.45,0.06,0.017777778,0.133333333,0.077777778
0.1,0.066666667,0.5,0.054,0.016,0.133333333,0.07
0.1,0.066666667,0.55,0.049090909,0.014545455,0.133333333,0.063636364
0.1,0.066666667,0.6,0.045,0.013333333,0.133333333,0.058333333
0.1,0.066666667,0.65,0.041538462,0.012307692,0.133333333,0.053846154
0.1,0.066666667,0.7,0.038571429,0.011428571,0.133333333,0.05
0.1,0.066666667,0.75,0.036,0.010666667,0.133333333,0.046666667
0.1,0.066666667,0.8,0.03375,0.01,0.133333333,0.04375
0.1,0.066666667,0.85,0.031764706,0.009411765,0.133333333,0.041176471
0.1,0.066666667,0.9,0.03,0.008888889,0.133333333,0.038888889
0.1,0.066666667,0.95,0.044210526,0.008421053,0.133333333,0.052631579
0.1,0.066666667,1,0.067,0.033,0.133333333,0.1
0.1,0.066666667,0.05,0.08,0.02,0.133333333,0.1
0.1,0.066666667,0.1,0.09,0.01,0.133333333,0.1
0.1,0.066666667,0.15,0.1,0.026666667,0.133333333,0.126666667
0.1,0.066666667,0.2,0.08,0.02,0.133333333,0.1
0.1,0.066666667,0.25,0.088,0.02,0.133333333,0.108
0.1,0.066666667,0.3,0.073333333,0.02,0.133333333,0.093333333
0.1,0.066666667,0.35,0.065714286,0.022857143,0.133333333,0.088571429
0.1,0.066666667,0.4,0.065,0.02,0.133333333,0.085
0.1,0.066666667,0.45,0.057777778,0.017777778,0.133333333,0.075555556
0.1,0.066666667,0.5,0.052,0.016,0.133333333,0.068
0.1,0.066666667,0.55,0.047272727,0.014545455,0.133333333,0.061818182
0.1,0.066666667,0.6,0.043333333,0.013333333,0.133333333,0.056666667
0.1,0.066666667,0.65,0.04,0.012307692,0.133333333,0.052307692
0.1,0.066666667,0.7,0.037142857,0.011428571,0.133333333,0.048571429
0.1,0.066666667,0.75,0.034666667,0.010666667,0.133333333,0.045333333
0.1,0.066666667,0.8,0.0325,0.01,0.133333333,0.0425
0.1,0.066666667,0.85,0.030588235,0.009411765,0.133333333,0.04
0.1,0.066666667,0.9,0.028888889,0.008888889,0.133333333,0.037777778
0.1,0.066666667,0.95,0.044210526,0.008421053,0.133333333,0.052631579
0.1,0.066666667,1,0.067,0.033,0.133333333,0.1
0.1,0.066666667,0.05,0.1,0.06,0.133333333,0.16
0.1,0.066666667,0.1,0.06,0.05,0.133333333,0.11
0.1,0.066666667,0.15,0.066666667,0.046666667,0.133333333,0.113333333
0.1,0.066666667,0.2,0.075,0.05,0.133333333,0.125
0.1,0.066666667,0.25,0.076,0.04,0.133333333,0.116
0.1,0.066666667,0.3,0.08,0.036666667,0.133333333,0.116666667
0.1,0.066666667,0.35,0.074285714,0.04,0.133333333,0.114285714
0.1,0.066666667,0.4,0.0725,0.035,0.133333333,0.1075
0.1,0.066666667,0.45,0.064444444,0.031111111,0.133333333,0.095555556
0.1,0.066666667,0.5,0.058,0.028,0.133333333,0.086
0.1,0.066666667,0.55,0.052727273,0.025454545,0.133333333,0.078181818
0.1,0.066666667,0.6,0.048333333,0.023333333,0.133333333,0.071666667
0.1,0.066666667,0.65,0.044615385,0.021538462,0.133333333,0.066153846
0.1,0.066666667,0.7,0.041428571,0.02,0.133333333,0.061428571
0.1,0.066666667,0.75,0.038666667,0.018666667,0.133333333,0.057333333
0.1,0.066666667,0.8,0.03625,0.0175,0.133333333,0.05375
0.1,0.066666667,0.85,0.034117647,0.016470588,0.133333333,0.050588235
0.1,0.066666667,0.9,0.032222222,0.015555556,0.133333333,0.047777778
0.1,0.066666667,0.95,0.037894737,0.014736842,0.133333333,0.052631579
0.1,0.066666667,1,0.067,0.033,0.133333333,0.1
0.1,0.066666667,0.05,0.1,0,0.133333333,0.1
0.1,0.066666667,0.1,0.07,0,0.133333333,0.07
0.1,0.066666667,0.15,0.06,0.006666667,0.133333333,0.066666667
0.1,0.066666667,0.2,0.05,0.01,0.133333333,0.06
0.1,0.066666667,0.25,0.052,0.016,0.133333333,0.068
0.1,0.066666667,0.3,0.066666667,0.016666667,0.133333333,0.083333333
0.1,0.066666667,0.35,0.062857143,0.025714286,0.133333333,0.088571429
0.1,0.066666667,0.4,0.065,0.0225,0.133333333,0.0875
0.1,0.066666667,0.45,0.057777778,0.02,0.133333333,0.077777778
0.1,0.066666667,0.5,0.052,0.018,0.133333333,0.07
0.1,0.066666667,0.55,0.047272727,0.016363636,0.133333333,0.063636364
0.1,0.066666667,0.6,0.043333333,0.015,0.133333333,0.058333333
0.1,0.066666667,0.65,0.04,0.013846154,0.133333333,0.053846154
0.1,0.066666667,0.7,0.037142857,0.012857143,0.133333333,0.05
0.1,0.066666667,0.75,0.034666667,0.012,0.133333333,0.046666667
0.1,0.066666667,0.8,0.0325,0.01125,0.133333333,0.04375
0.1,0.066666667,0.85,0.030588235,0.010588235,0.133333333,0.041176471
0.1,0.066666667,0.9,0.028888889,0.01,0.133333333,0.038888889
0.1,0.066666667,0.95,0.043157895,0.009473684,0.133333333,0.052631579
0.1,0.066666667,1,0.067,0.033,0.133333333,0.1
0.1,0.066666667,0.05,0.12,0.02,0.133333333,0.14
0.1,0.066666667,0.1,0.08,0.01,0.133333333,0.09
0.1,0.066666667,0.15,0.08,0.006666667,0.133333333,0.086666667
0.1,0.066666667,0.2,0.075,0.005,0.133333333,0.08
0.1,0.066666667,0.25,0.064,0.012,0.133333333,0.076
0.1,0.066666667,0.3,0.06,0.01,0.133333333,0.07
0.1,0.066666667,0.35,0.071428571,0.014285714,0.133333333,0.085714286
0.1,0.066666667,0.4,0.0675,0.015,0.133333333,0.0825
0.1,0.066666667,0.45,0.06,0.013333333,0.133333333,0.073333333
0.1,0.066666667,0.5,0.054,0.012,0.133333333,0.066
0.1,0.066666667,0.55,0.049090909,0.010909091,0.133333333,0.06
0.1,0.066666667,0.6,0.045,0.01,0.133333333,0.055
0.1,0.066666667,0.65,0.041538462,0.009230769,0.133333333,0.050769231
0.1,0.066666667,0.7,0.038571429,0.008571429,0.133333333,0.047142857
0.1,0.066666667,0.75,0.036,0.008,0.133333333,0.044
0.1,0.066666667,0.8,0.03375,0.0075,0.133333333,0.04125
0.1,0.066666667,0.85,0.031764706,0.007058824,0.133333333,0.038823529
0.1,0.066666667,0.9,0.03,0.006666667,0.133333333,0.036666667
0.1,0.066666667,0.95,0.046315789,0.006315789,0.133333333,0.052631579
0.1,0.066666667,1,0.067,0.033,0.133333333,0.1
0.1,0.066666667,0.05,0.08,0.02,0.133333333,0.1
0.1,0.066666667,0.1,0.07,0.02,0.133333333,0.09
0.1,0.066666667,0.15,0.08,0.02,0.133333333,0.1
0.1,0.066666667,0.2,0.09,0.025,0.133333333,0.115
0.1,0.066666667,0.25,0.092,0.02,0.133333333,0.112
0.1,0.066666667,0.3,0.086666667,0.02,0.133333333,0.106666667
0.1,0.066666667,0.35,0.077142857,0.028571429,0.133333333,0.105714286
0.1,0.066666667,0.4,0.07,0.0275,0.133333333,0.0975
0.1,0.066666667,0.45,0.062222222,0.024444444,0.133333333,0.086666667
0.1,0.066666667,0.5,0.056,0.022,0.133333333,0.078
0.1,0.066666667,0.55,0.050909091,0.02,0.133333333,0.070909091
0.1,0.066666667,0.6,0.046666667,0.018333333,0.133333333,0.065
0.1,0.066666667,0.65,0.043076923,0.016923077,0.133333333,0.06
0.1,0.066666667,0.7,0.04,0.015714286,0.133333333,0.055714286
0.1,0.066666667,0.75,0.037333333,0.014666667,0.133333333,0.052
0.1,0.066666667,0.8,0.035,0.01375,0.133333333,0.04875
0.1,0.066666667,0.85,0.032941176,0.012941176,0.133333333,0.045882353
0.1,0.066666667,0.9,0.031111111,0.012222222,0.133333333,0.043333333
