prop_min,prop_ally,beta,prop_ally_top_k,prop_min_top_k
0.05,0.05,0.45,0.044444444444444446,0.035555555555555556
0.05,0.05,0.5,0.04,0.032
0.05,0.05,0.55,0.03636363636363636,0.02909090909090909
0.05,0.05,0.6,0.03333333333333333,0.02666666666666667
0.05,0.05,0.65,0.03076923076923077,0.024615384615384615
0.05,0.05,0.7,0.02857142857142857,0.022857142857142857
0.05,0.05,0.75,0.02666666666666667,0.021333333333333333
0.05,0.05,0.8,0.025,0.02
0.05,0.05,0.85,0.023529411764705882,0.018823529411764704
0.05,0.05,0.9,0.022222222222222223,0.017777777777777778
0.05,0.05,0.95,0.035789473684210524,0.016842105263157894
0.05,0.05,1.0,0.05,0.05
0.05,0.05,0.05,0.02,0.02
0.05,0.05,0.1,0.03,0.03
0.05,0.05,0.15,0.04,0.03333333333333333
0.05,0.05,0.2,0.04,0.05
0.05,0.05,0.25,0.036,0.052
0.05,0.05,0.3,0.04666666666666667,0.056666666666666664
0.05,0.05,0.35,0.045714285714285714,0.05142857142857143
0.05,0.05,0.4,0.04,0.045
0.05,0.05,0.45,0.035555555555555556,0.04
0.05,0.05,0.5,0.032,0.036
0.05,0.05,0.55,0.02909090909090909,0.03272727272727273
0.05,0.05,0.6,0.02666666666666667,0.03
0.05,0.05,0.65,0.024615384615384615,0.027692307692307693
0.05,0.05,0.7,0.022857142857142857,0.025714285714285714
0.05,0.05,0.75,0.021333333333333333,0.024
0.05,0.05,0.8,0.02,0.0225
0.05,0.05,0.85,0.018823529411764704,0.021176470588235293
0.05,0.05,0.9,0.017777777777777778,0.02
0.05,0.05,0.95,0.03368421052631579,0.018947368421052633
0.05,0.05,1.0,0.05,0.05
0.05,0.05,0.05,0.04,0.0
0.05,0.05,0.1,0.05,0.0
0.05,0.05,0.15,0.03333333333333333,0.02
0.05,0.05,0.2,0.035,0.03
0.05,0.05,0.25,0.036,0.024
0.05,0.05,0.3,0.04666666666666667,0.03
0.05,0.05,0.35,0.04857142857142857,0.02857142857142857
0.05,0.05,0.4,0.05,0.0375
0.05,0.05,0.45,0.044444444444444446,0.03333333333333333
0.05,0.05,0.5,0.04,0.03
0.05,0.05,0.55,0.03636363636363636,0.02727272727272727
0.05,0.05,0.6,0.03333333333333333,0.025
0.05,0.05,0.65,0.03076923076923077,0.023076923076923078
0.05,0.05,0.7,0.02857142857142857,0.02142857142857143
0.05,0.05,0.75,0.02666666666666667,0.02
0.05,0.05,0.8,0.025,0.01875
0.05,0.05,0.85,0.023529411764705882,0.01764705882352941
0.05,0.05,0.9,0.022222222222222223,0.016666666666666666
0.05,0.05,0.95,0.03684210526315789,0.015789473684210527
0.05,0.05,1.0,0.05,0.05
0.05,0.05,0.05,0.1,0.02
0.05,0.05,0.1,0.09,0.02
0.05,0.05,0.15,0.08666666666666667,0.02
0.05,0.05,0.2,0.075,0.03
0.05,0.05,0.25,0.064,0.024
0.05,0.05,0.3,0.06333333333333334,0.02666666666666667
0.05,0.05,0.35,0.06285714285714286,0.03428571428571429
0.05,0.05,0.4,0.055,0.0325
0.05,0.05,0.45,0.04888888888888889,0.028888888888888888
0.05,0.05,0.5,0.044,0.026
0.05,0.05,0.55,0.04,0.023636363636363636
0.05,0.05,0.6,0.03666666666666667,0.021666666666666667
0.05,0.05,0.65,0.033846153846153845,0.02
0.05,0.05,0.7,0.03142857142857143,0.018571428571428572
0.05,0.05,0.75,0.029333333333333333,0.017333333333333333
0.05,0.05,0.8,0.0275,0.01625
0.05,0.05,0.85,0.02588235294117647,0.015294117647058824
0.05,0.05,0.9,0.024444444444444446,0.014444444444444444
0.05,0.05,0.95,0.03894736842105263,0.01368421052631579
0.05,0.05,1.0,0.05,0.05
0.05,0.05,0.05,0.06,0.02
0.05,0.05,0.1,0.08,0.02
0.05,0.05,0.15,0.06666666666666667,0.013333333333333334
0.05,0.05,0.2,0.055,0.025
0.05,0.05,0.25,0.052,0.036
0.05,0.05,0.3,0.04666666666666667,0.03333333333333333
0.05,0.05,0.35,0.045714285714285714,0.04285714285714286
0.05,0.05,0.4,0.0425,0.0375
0.05,0.05,0.45,0.03777777777777778,0.03333333333333333
0.05,0.05,0.5,0.034,0.03
0.05,0.05,0.55,0.03090909090909091,0.02727272727272727
0.05,0.05,0.6,0.028333333333333332,0.025
0.05,0.05,0.65,0.026153846153846153,0.023076923076923078
0.05,0.05,0.7,0.024285714285714285,0.02142857142857143
0.05,0.05,0.75,0.02266666666666667,0.02
0.05,0.05,0.8,0.02125,0.01875
0.05,0.05,0.85,0.02,0.01764705882352941
0.05,0.05,0.9,0.01888888888888889,0.016666666666666666
0.05,0.05,0.95,0.03684210526315789,0.015789473684210527
0.05,0.05,1.0,0.05,0.05
0.05,0.05,0.05,0.06,0.02
0.05,0.05,0.1,0.06,0.02
0.05,0.05,0.15,0.05333333333333334,0.03333333333333333
0.05,0.05,0.2,0.05,0.045
0.05,0.05,0.25,0.048,0.04
0.05,0.05,0.3,0.04666666666666667,0.04
0.05,0.05,0.35,0.054285714285714284,0.04285714285714286
0.05,0.05,0.4,0.0475,0.0425
0.05,0.05,0.45,0.042222222222222223,0.03777777777777778
0.05,0.05,0.5,0.038,0.034
0.05,0.05,0.55,0.034545454545454546,0.03090909090909091
0.05,0.05,0.6,0.03166666666666667,0.028333333333333332
0.05,0.05,0.65,0.02923076923076923,0.026153846153846153
0.05,0.05,0.7,0.027142857142857142,0.024285714285714285
0.05,0.05,0.75,0.025333333333333333,0.02266666666666667
0.05,0.05,0.8,0.02375,0.02125
0.05,0.05,0.85,0.02235294117647059,0.02
0.05,0.05,0.9,0.021111111111111112,0.01888888888888889
0.05,0.05,0.95,0.034736842105263156,0.017894736842105262
0.05,0.05,1.0,0.05,0.05
0.05,0.05,0.05,0.1,0.02
0.05,0.05,0.1,0.12,0.01
0.05,0.05,0.15,0.08,0.006666666666666667
0.05,0.05,0.2,0.09,0.02
0.05,0.05,0.25,0.072,0.024
0.05,0.05,0.3,0.06666666666666667,0.02666666666666667
0.05,0.05,0.35,0.06857142857142857,0.025714285714285714
0.05,0.05,0.4,0.0625,0.0275
0.05,0.05,0.45,0.05555555555555555,0.024444444444444446
0.05,0.05,0.5,0.05,0.022
0.05,0.05,0.55,0.045454545454545456,0.02
0.05,0.05,0.6,0.041666666666666664,0.018333333333333333
0.05,0.05,0.65,0.038461538461538464,0.016923076923076923
0.05,0.05,0.7,0.03571428571428571,0.015714285714285715
0.05,0.05,0.75,0.03333333333333333,0.014666666666666666
0.05,0.05,0.8,0.03125,0.01375
0.05,0.05,0.85,0.029411764705882353,0.012941176470588235
0.05,0.05,0.9,0.027777777777777776,0.012222222222222223
0.05,0.05,0.95,0.04105263157894737,0.011578947368421053
0.05,0.05,1.0,0.05,0.05
0.05,0.1,0.05,0.18,0.02
0.05,0.1,0.1,0.13,0.01
0.05,0.1,0.15,0.11333333333333333,0.02
0.05,0.1,0.2,0.1,0.025
0.05,0.1,0.25,0.096,0.036
0.05,0.1,0.3,0.09666666666666666,0.04
0.05,0.1,0.35,0.10285714285714286,0.04
0.05,0.1,0.4,0.0925,0.035
0.05,0.1,0.45,0.08222222222222222,0.03111111111111111
0.05,0.1,0.5,0.074,0.028
0.05,0.1,0.55,0.06727272727272728,0.025454545454545455
0.05,0.1,0.6,0.06166666666666667,0.023333333333333334
0.05,0.1,0.65,0.05692307692307692,0.021538461538461538
0.05,0.1,0.7,0.05285714285714286,0.02
0.05,0.1,0.75,0.04933333333333333,0.018666666666666668
0.05,0.1,0.8,0.04625,0.0175
0.05,0.1,0.85,0.04352941176470588,0.01647058823529412
0.05,0.1,0.9,0.04111111111111111,0.015555555555555555
0.05,0.1,0.95,0.09052631578947369,0.014736842105263158
0.05,0.1,1.0,0.1,0.05
0.05,0.1,0.05,0.08,0.08
0.05,0.1,0.1,0.09,0.06
0.05,0.1,0.15,0.06666666666666667,0.04666666666666667
0.05,0.1,0.2,0.07,0.04
0.05,0.1,0.25,0.088,0.04
0.05,0.1,0.3,0.1,0.043333333333333335
0.05,0.1,0.35,0.10857142857142857,0.04285714285714286
0.05,0.1,0.4,0.1,0.0425
0.05,0.1,0.45,0.08888888888888889,0.03777777777777778
0.05,0.1,0.5,0.08,0.034
0.05,0.1,0.55,0.07272727272727272,0.03090909090909091
0.05,0.1,0.6,0.06666666666666667,0.028333333333333332
0.05,0.1,0.65,0.06153846153846154,0.026153846153846153
0.05,0.1,0.7,0.05714285714285714,0.024285714285714285
0.05,0.1,0.75,0.05333333333333334,0.02266666666666667
0.05,0.1,0.8,0.05,0.02125
0.05,0.1,0.85,0.047058823529411764,0.02
0.05,0.1,0.9,0.044444444444444446,0.01888888888888889
0.05,0.1,0.95,0.08736842105263158,0.017894736842105262
0.05,0.1,1.0,0.1,0.05
0.05,0.1,0.05,0.08,0.08
0.05,0.1,0.1,0.08,0.04
0.05,0.1,0.15,0.1,0.03333333333333333
0.05,0.1,0.2,0.09,0.05
0.05,0.1,0.25,0.096,0.044
0.05,0.1,0.3,0.1,0.04666666666666667
0.05,0.1,0.35,0.1,0.045714285714285714
0.05,0.1,0.4,0.09,0.04
0.05,0.1,0.45,0.08,0.035555555555555556
0.05,0.1,0.5,0.072,0.032
0.05,0.1,0.55,0.06545454545454546,0.02909090909090909
0.05,0.1,0.6,0.06,0.02666666666666667
0.05,0.1,0.65,0.055384615384615386,0.024615384615384615
0.05,0.1,0.7,0.05142857142857143,0.022857142857142857
0.05,0.1,0.75,0.048,0.021333333333333333
0.05,0.1,0.8,0.045,0.02
0.05,0.1,0.85,0.042352941176470586,0.018823529411764704
0.05,0.1,0.9,0.04,0.017777777777777778
0.05,0.1,0.95,0.08842105263157894,0.016842105263157894
0.05,0.1,1.0,0.1,0.05
0.05,0.1,0.05,0.1,0.02
0.05,0.1,0.1,0.09,0.03
0.05,0.1,0.15,0.10666666666666667,0.02666666666666667
0.05,0.1,0.2,0.1,0.025
0.05,0.1,0.25,0.108,0.04
0.05,0.1,0.3,0.09666666666666666,0.03333333333333333
0.05,0.1,0.35,0.10285714285714286,0.03428571428571429
0.05,0.1,0.4,0.1025,0.035
0.05,0.1,0.45,0.09111111111111111,0.03111111111111111
0.05,0.1,0.5,0.082,0.028
0.05,0.1,0.55,0.07454545454545454,0.025454545454545455
0.05,0.1,0.6,0.06833333333333333,0.023333333333333334
0.05,0.1,0.65,0.06307692307692307,0.021538461538461538
0.05,0.1,0.7,0.05857142857142857,0.02
0.05,0.1,0.75,0.05466666666666667,0.018666666666666668
0.05,0.1,0.8,0.05125,0.0175
0.05,0.1,0.85,0.04823529411764706,0.01647058823529412
0.05,0.1,0.9,0.04555555555555556,0.015555555555555555
0.05,0.1,0.95,0.09052631578947369,0.014736842105263158
0.05,0.1,1.0,0.1,0.05
0.05,0.1,0.05,0.1,0.0
0.05,0.1,0.1,0.08,0.02
0.05,0.1,0.15,0.09333333333333334,0.04
0.05,0.1,0.2,0.095,0.055
0.05,0.1,0.25,0.092,0.056
0.05,0.1,0.3,0.09,0.05333333333333334
0.05,0.1,0.35,0.08857142857142856,0.05142857142857143
0.05,0.1,0.4,0.0775,0.045
0.05,0.1,0.45,0.06888888888888889,0.04
0.05,0.1,0.5,0.062,0.036
0.05,0.1,0.55,0.056363636363636366,0.03272727272727273
0.05,0.1,0.6,0.051666666666666666,0.03
0.05,0.1,0.65,0.047692307692307694,0.027692307692307693
0.05,0.1,0.7,0.04428571428571428,0.025714285714285714
0.05,0.1,0.75,0.04133333333333333,0.024
0.05,0.1,0.8,0.03875,0.0225
0.05,0.1,0.85,0.036470588235294116,0.021176470588235293
0.05,0.1,0.9,0.035555555555555556,0.02
0.05,0.1,0.95,0.0863157894736842,0.018947368421052633
0.05,0.1,1.0,0.1,0.05
0.05,0.1,0.05,0.12,0.0
0.05,0.1,0.1,0.1,0.04
0.05,0.1,0.15,0.11333333333333333,0.04
0.05,0.1,0.2,0.095,0.035
0.05,0.1,0.25,0.104,0.032
0.05,0.1,0.3,0.11,0.03333333333333333
0.05,0.1,0.35,0.10571428571428572,0.04285714285714286
0.05,0.1,0.4,0.095,0.04
0.05,0.1,0.45,0.08444444444444445,0.035555555555555556
0.05,0.1,0.5,0.076,0.032
0.05,0.1,0.55,0.06909090909090909,0.02909090909090909
0.05,0.1,0.6,0.06333333333333334,0.02666666666666667
0.05,0.1,0.65,0.05846153846153846,0.024615384615384615
0.05,0.1,0.7,0.054285714285714284,0.022857142857142857
0.05,0.1,0.75,0.050666666666666665,0.021333333333333333
0.05,0.1,0.8,0.0475,0.02
0.05,0.1,0.85,0.04470588235294118,0.018823529411764704
0.05,0.1,0.9,0.042222222222222223,0.017777777777777778
0.05,0.1,0.95,0.08842105263157894,0.016842105263157894
0.05,0.1,1.0,0.1,0.05
0.05,0.1,0.05,0.16,0.02
0.05,0.1,0.1,0.17,0.01
0.05,0.1,0.15,0.15333333333333332,0.02666666666666667
0.05,0.1,0.2,0.125,0.02
0.05,0.1,0.25,0.128,0.02
0.05,0.1,0.3,0.12666666666666668,0.023333333333333334
0.05,0.1,0.35,0.11142857142857143,0.025714285714285714
0.05,0.1,0.4,0.1075,0.025
0.05,0.1,0.45,0.09555555555555556,0.022222222222222223
0.05,0.1,0.5,0.086,0.02
0.05,0.1,0.55,0.07818181818181819,0.01818181818181818
0.05,0.1,0.6,0.07166666666666667,0.016666666666666666
0.05,0.1,0.65,0.06615384615384616,0.015384615384615385
0.05,0.1,0.7,0.06142857142857143,0.014285714285714285
0.05,0.1,0.75,0.05733333333333333,0.013333333333333334
0.05,0.1,0.8,0.05375,0.0125
0.05,0.1,0.85,0.05058823529411765,0.011764705882352941
0.05,0.1,0.9,0.04777777777777778,0.011111111111111112
0.05,0.1,0.95,0.09473684210526316,0.010526315789473684
0.05,0.1,1.0,0.1,0.05
0.05,0.1,0.05,0.14,0.02
0.05,0.1,0.1,0.14,0.01
0.05,0.1,0.15,0.12,0.013333333333333334
0.05,0.1,0.2,0.12,0.03
0.05,0.1,0.25,0.116,0.036
0.05,0.1,0.3,0.10666666666666667,0.04
0.05,0.1,0.35,0.11142857142857143,0.04857142857142857
0.05,0.1,0.4,0.1,0.045
0.05,0.1,0.45,0.08888888888888889,0.04
0.05,0.1,0.5,0.08,0.036
0.05,0.1,0.55,0.07272727272727272,0.03272727272727273
0.05,0.1,0.6,0.06666666666666667,0.03
0.05,0.1,0.65,0.06153846153846154,0.027692307692307693
0.05,0.1,0.7,0.05714285714285714,0.025714285714285714
0.05,0.1,0.75,0.05333333333333334,0.024
0.05,0.1,0.8,0.05,0.0225
0.05,0.1,0.85,0.047058823529411764,0.021176470588235293
0.05,0.1,0.9,0.044444444444444446,0.02
0.05,0.1,0.95,0.0863157894736842,0.018947368421052633
0.05,0.1,1.0,0.1,0.05
0.05,0.1,0.05,0.14,0.02
0.05,0.1,0.1,0.11,0.03
0.05,0.1,0.15,0.09333333333333334,0.02666666666666667
0.05,0.1,0.2,0.085,0.045
0.05,0.1,0.25,0.092,0.044
0.05,0.1,0.3,0.09,0.05333333333333334
0.05,0.1,0.35,0.08857142857142856,0.054285714285714284
0.05,0.1,0.4,0.0925,0.05
0.05,0.1,0.45,0.08222222222222222,0.044444444444444446
0.05,0.1,0.5,0.074,0.04
0.05,0.1,0.55,0.06727272727272728,0.03636363636363636
0.05,0.1,0.6,0.06166666666666667,0.03333333333333333
0.05,0.1,0.65,0.05692307692307692,0.03076923076923077
