prop_min,prop_ally,beta,prop_ally_top_k,prop_min_top_k,iter
0.034,0.335,0.8,0.229375,0.028125,6
0.034,0.335,0.85,0.23176470588235293,0.026470588235294117,6
0.034,0.335,0.9,0.27444444444444444,0.025,6
0.034,0.335,0.95,0.3126315789473684,0.02368421052631579,6
0.034,0.335,1.0,0.3355,0.034,6
0.143,0.309,0.05,0.24,0.28,7
0.143,0.309,0.1,0.29,0.255,7
0.143,0.309,0.15,0.29333333333333333,0.22666666666666666,7
0.143,0.309,0.2,0.3,0.2225,7
0.143,0.309,0.25,0.314,0.206,7
0.143,0.309,0.3,0.31333333333333335,0.19166666666666668,7
0.143,0.309,0.35,0.3157142857142857,0.18285714285714286,7
0.143,0.309,0.4,0.305,0.17625,7
0.143,0.309,0.45,0.3,0.17888888888888888,7
0.143,0.309,0.5,0.298,0.172,7
0.143,0.309,0.55,0.2927272727272727,0.16454545454545455,7
0.143,0.309,0.6,0.2683333333333333,0.15083333333333335,7
0.143,0.309,0.65,0.24769230769230768,0.13923076923076924,7
0.143,0.309,0.7,0.23,0.12928571428571428,7
0.143,0.309,0.75,0.21466666666666667,0.12066666666666667,7
0.143,0.309,0.8,0.2025,0.113125,7
0.143,0.309,0.85,0.24941176470588236,0.10647058823529412,7
0.143,0.309,0.9,0.2911111111111111,0.10055555555555555,7
0.143,0.309,0.95,0.3257894736842105,0.09789473684210526,7
0.143,0.309,1.0,0.3095,0.143,7
0.064,0.284,0.05,0.33,0.11,3
0.064,0.284,0.1,0.36,0.095,3
0.064,0.284,0.15,0.33,0.08333333333333333,3
0.064,0.284,0.2,0.305,0.0825,3
0.064,0.284,0.25,0.282,0.086,3
0.064,0.284,0.3,0.285,0.08166666666666667,3
0.064,0.284,0.35,0.2842857142857143,0.08285714285714285,3
0.064,0.284,0.4,0.285,0.08,3
0.064,0.284,0.45,0.28444444444444444,0.07555555555555556,3
0.064,0.284,0.5,0.283,0.073,3
0.064,0.284,0.55,0.2818181818181818,0.07181818181818182,3
0.064,0.284,0.6,0.26416666666666666,0.06666666666666667,3
0.064,0.284,0.65,0.24384615384615385,0.06153846153846154,3
0.064,0.284,0.7,0.22642857142857142,0.05714285714285714,3
0.064,0.284,0.75,0.21133333333333335,0.05333333333333334,3
0.064,0.284,0.8,0.198125,0.05,3
0.064,0.284,0.85,0.1864705882352941,0.047058823529411764,3
0.064,0.284,0.9,0.2311111111111111,0.044444444444444446,3
0.064,0.284,0.95,0.27157894736842103,0.042105263157894736,3
0.064,0.284,1.0,0.2835,0.0645,3
0.271,0.077,0.05,0.09,0.16,7
0.271,0.077,0.1,0.08,0.2,7
0.271,0.077,0.15,0.08666666666666667,0.22,7
0.271,0.077,0.2,0.0875,0.23,7
0.271,0.077,0.25,0.092,0.23,7
0.271,0.077,0.3,0.09,0.24166666666666667,7
0.271,0.077,0.35,0.08428571428571428,0.23857142857142857,7
0.271,0.077,0.4,0.07875,0.25125,7
0.271,0.077,0.45,0.08,0.2633333333333333,7
0.271,0.077,0.5,0.076,0.267,7
0.271,0.077,0.55,0.07727272727272727,0.2672727272727273,7
0.271,0.077,0.6,0.07083333333333333,0.245,7
0.271,0.077,0.65,0.06538461538461539,0.22615384615384615,7
0.271,0.077,0.7,0.060714285714285714,0.21,7
0.271,0.077,0.75,0.056666666666666664,0.196,7
0.271,0.077,0.8,0.053125,0.18375,7
0.271,0.077,0.85,0.06,0.17294117647058824,7
0.271,0.077,0.9,0.08611111111111111,0.18944444444444444,7
0.271,0.077,0.95,0.08157894736842106,0.23210526315789473,7
0.271,0.077,1.0,0.0775,0.2705,7
0.075,0.077,0.05,0.05,0.03,2
0.075,0.077,0.1,0.065,0.035,2
0.075,0.077,0.15,0.06,0.03666666666666667,2
0.075,0.077,0.2,0.0675,0.03,2
0.075,0.077,0.25,0.07,0.032,2
0.075,0.077,0.3,0.07166666666666667,0.04,2
0.075,0.077,0.35,0.06571428571428571,0.047142857142857146,2
0.075,0.077,0.4,0.0675,0.05125,2
0.075,0.077,0.45,0.07222222222222222,0.051111111111111114,2
0.075,0.077,0.5,0.069,0.053,2
0.075,0.077,0.55,0.06818181818181818,0.056363636363636366,2
0.075,0.077,0.6,0.06583333333333333,0.05416666666666667,2
0.075,0.077,0.65,0.06076923076923077,0.05,2
0.075,0.077,0.7,0.056428571428571425,0.04642857142857143,2
0.075,0.077,0.75,0.05266666666666667,0.043333333333333335,2
0.075,0.077,0.8,0.049375,0.040625,2
0.075,0.077,0.85,0.04647058823529412,0.03823529411764706,2
0.075,0.077,0.9,0.04388888888888889,0.03611111111111111,2
0.075,0.077,0.95,0.07368421052631578,0.034210526315789476,2
0.075,0.077,1.0,0.0775,0.075,2
0.067,0.413,0.05,0.31,0.16,9
0.067,0.413,0.1,0.37,0.13,9
0.067,0.413,0.15,0.3933333333333333,0.10333333333333333,9
0.067,0.413,0.2,0.4,0.105,9
0.067,0.413,0.25,0.392,0.102,9
0.067,0.413,0.3,0.38333333333333336,0.09833333333333333,9
0.067,0.413,0.35,0.39,0.09571428571428571,9
0.067,0.413,0.4,0.395,0.0875,9
0.067,0.413,0.45,0.3888888888888889,0.08333333333333333,9
0.067,0.413,0.5,0.385,0.084,9
0.067,0.413,0.55,0.3845454545454545,0.08181818181818182,9
0.067,0.413,0.6,0.3525,0.075,9
0.067,0.413,0.65,0.3253846153846154,0.06923076923076923,9
0.067,0.413,0.7,0.30214285714285716,0.06428571428571428,9
0.067,0.413,0.75,0.282,0.06,9
0.067,0.413,0.8,0.293125,0.05625,9
0.067,0.413,0.85,0.3347058823529412,0.052941176470588235,9
0.067,0.413,0.9,0.37166666666666665,0.05,9
0.067,0.413,0.95,0.4047368421052632,0.04736842105263158,9
0.067,0.413,1.0,0.4125,0.067,9
0.132,0.103,0.05,0.11,0.13,4
0.132,0.103,0.1,0.1,0.155,4
0.132,0.103,0.15,0.11,0.13666666666666666,4
0.132,0.103,0.2,0.1025,0.1375,4
0.132,0.103,0.25,0.094,0.136,4
0.132,0.103,0.3,0.09166666666666666,0.13833333333333334,4
0.132,0.103,0.35,0.09428571428571429,0.14,4
0.132,0.103,0.4,0.095,0.13375,4
0.132,0.103,0.45,0.10222222222222223,0.13666666666666666,4
0.132,0.103,0.5,0.106,0.131,4
0.132,0.103,0.55,0.10272727272727272,0.12545454545454546,4
0.132,0.103,0.6,0.09416666666666666,0.115,4
0.132,0.103,0.65,0.08692307692307692,0.10615384615384615,4
0.132,0.103,0.7,0.08071428571428571,0.09857142857142857,4
0.132,0.103,0.75,0.07533333333333334,0.092,4
0.132,0.103,0.8,0.070625,0.08625,4
0.132,0.103,0.85,0.06647058823529411,0.0811764705882353,4
0.132,0.103,0.9,0.07388888888888889,0.07666666666666666,4
0.132,0.103,0.95,0.10842105263157895,0.0868421052631579,4
0.132,0.103,1.0,0.103,0.1325,4
0.356,0.052,0.05,0.03,0.27,0
0.356,0.052,0.1,0.05,0.24,0
0.356,0.052,0.15,0.04666666666666667,0.2866666666666667,0
0.356,0.052,0.2,0.0625,0.295,0
0.356,0.052,0.25,0.054,0.292,0
0.356,0.052,0.3,0.05,0.30666666666666664,0
0.356,0.052,0.35,0.04285714285714286,0.3271428571428571,0
0.356,0.052,0.4,0.05125,0.3325,0
0.356,0.052,0.45,0.05444444444444444,0.3411111111111111,0
0.356,0.052,0.5,0.053,0.35,0
0.356,0.052,0.55,0.05272727272727273,0.34454545454545454,0
0.356,0.052,0.6,0.04833333333333333,0.31583333333333335,0
0.356,0.052,0.65,0.04461538461538461,0.2915384615384615,0
0.356,0.052,0.7,0.041428571428571426,0.27071428571428574,0
0.356,0.052,0.75,0.03866666666666667,0.25266666666666665,0
0.356,0.052,0.8,0.03625,0.236875,0
0.356,0.052,0.85,0.060588235294117644,0.24235294117647058,0
0.356,0.052,0.9,0.05722222222222222,0.28444444444444444,0
0.356,0.052,0.95,0.05421052631578947,0.32210526315789473,0
0.356,0.052,1.0,0.0515,0.356,0
0.040,0.438,0.05,0.46,0.09,4
0.040,0.438,0.1,0.45,0.095,4
0.040,0.438,0.15,0.44333333333333336,0.09,4
0.040,0.438,0.2,0.445,0.0725,4
0.040,0.438,0.25,0.444,0.066,4
0.040,0.438,0.3,0.43333333333333335,0.058333333333333334,4
0.040,0.438,0.35,0.4357142857142857,0.05714285714285714,4
0.040,0.438,0.4,0.43875,0.055,4
0.040,0.438,0.45,0.4311111111111111,0.05555555555555555,4
0.040,0.438,0.5,0.423,0.052,4
0.040,0.438,0.55,0.41363636363636364,0.04727272727272727,4
0.040,0.438,0.6,0.37916666666666665,0.043333333333333335,4
0.040,0.438,0.65,0.35,0.04,4
0.040,0.438,0.7,0.325,0.037142857142857144,4
0.040,0.438,0.75,0.30333333333333334,0.034666666666666665,4
0.040,0.438,0.8,0.315625,0.0325,4
0.040,0.438,0.85,0.3558823529411765,0.03058823529411765,4
0.040,0.438,0.9,0.39166666666666666,0.028888888888888888,4
0.040,0.438,0.95,0.4236842105263158,0.02736842105263158,4
0.040,0.438,1.0,0.4385,0.04,4
0.264,0.052,0.05,0.06,0.19,1
0.264,0.052,0.1,0.075,0.225,1
0.264,0.052,0.15,0.06,0.24,1
0.264,0.052,0.2,0.0675,0.2525,1
0.264,0.052,0.25,0.06,0.252,1
0.264,0.052,0.3,0.05333333333333334,0.26,1
0.264,0.052,0.35,0.05285714285714286,0.2571428571428571,1
0.264,0.052,0.4,0.05875,0.26125,1
0.264,0.052,0.45,0.058888888888888886,0.2722222222222222,1
0.264,0.052,0.5,0.057,0.269,1
0.264,0.052,0.55,0.05272727272727273,0.26454545454545453,1
0.264,0.052,0.6,0.04833333333333333,0.2425,1
0.264,0.052,0.65,0.04461538461538461,0.22384615384615383,1
0.264,0.052,0.7,0.041428571428571426,0.20785714285714285,1
0.264,0.052,0.75,0.03866666666666667,0.194,1
0.264,0.052,0.8,0.03625,0.181875,1
0.264,0.052,0.85,0.03411764705882353,0.1711764705882353,1
0.264,0.052,0.9,0.05722222222222222,0.18222222222222223,1
0.264,0.052,0.95,0.05421052631578947,0.22526315789473683,1
0.264,0.052,1.0,0.0515,0.264,1
0.032,0.077,0.05,0.09,0.01,7
0.032,0.077,0.1,0.085,0.005,7
0.032,0.077,0.15,0.08,0.006666666666666667,7
0.032,0.077,0.2,0.075,0.015,7
0.032,0.077,0.25,0.068,0.016,7
0.032,0.077,0.3,0.06833333333333333,0.021666666666666667,7
0.032,0.077,0.35,0.07428571428571429,0.02142857142857143,7
0.032,0.077,0.4,0.08,0.02375,7
0.032,0.077,0.45,0.07777777777777778,0.02666666666666667,7
0.032,0.077,0.5,0.08,0.026,7
0.032,0.077,0.55,0.07363636363636364,0.026363636363636363,7
0.032,0.077,0.6,0.0675,0.025,7
0.032,0.077,0.65,0.06230769230769231,0.023076923076923078,7
0.032,0.077,0.7,0.05785714285714286,0.02142857142857143,7
0.032,0.077,0.75,0.054,0.02,7
0.032,0.077,0.8,0.050625,0.01875,7
0.032,0.077,0.85,0.04764705882352941,0.01764705882352941,7
0.032,0.077,0.9,0.045,0.016666666666666666,7
0.032,0.077,0.95,0.04631578947368421,0.015789473684210527,7
0.032,0.077,1.0,0.0775,0.0315,7
0.134,0.309,0.05,0.15,0.3,2
0.134,0.309,0.1,0.225,0.22,2
0.134,0.309,0.15,0.25333333333333335,0.21333333333333335,2
0.134,0.309,0.2,0.2575,0.195,2
0.134,0.309,0.25,0.274,0.182,2
0.134,0.309,0.3,0.26666666666666666,0.18166666666666667,2
0.134,0.309,0.35,0.27,0.1757142857142857,2
0.134,0.309,0.4,0.27625,0.1675,2
0.134,0.309,0.45,0.28444444444444444,0.16,2
0.134,0.309,0.5,0.283,0.152,2
0.134,0.309,0.55,0.2809090909090909,0.15,2
0.134,0.309,0.6,0.2575,0.1375,2
0.134,0.309,0.65,0.2376923076923077,0.12692307692307692,2
0.134,0.309,0.7,0.22071428571428572,0.11785714285714285,2
0.134,0.309,0.75,0.206,0.11,2
0.134,0.309,0.8,0.200625,0.103125,2
0.134,0.309,0.85,0.24764705882352941,0.09705882352941177,2
0.134,0.309,0.9,0.28944444444444445,0.09166666666666666,2
0.134,0.309,0.95,0.3257894736842105,0.08789473684210526,2
0.134,0.309,1.0,0.3095,0.1335,2
0.189,0.181,0.05,0.15,0.25,4
0.189,0.181,0.1,0.14,0.25,4
0.189,0.181,0.15,0.16,0.23,4
0.189,0.181,0.2,0.16,0.215,4
0.189,0.181,0.25,0.156,0.204,4
0.189,0.181,0.3,0.15333333333333332,0.20166666666666666,4
0.189,0.181,0.35,0.15714285714285714,0.2042857142857143,4
0.189,0.181,0.4,0.16625,0.2025,4
0.189,0.181,0.45,0.16333333333333333,0.20444444444444446,4
0.189,0.181,0.5,0.162,0.204,4
0.189,0.181,0.55,0.1590909090909091,0.2018181818181818,4
0.189,0.181,0.6,0.14583333333333334,0.185,4
0.189,0.181,0.65,0.1346153846153846,0.17076923076923076,4
0.189,0.181,0.7,0.125,0.15857142857142856,4
0.189,0.181,0.75,0.11666666666666667,0.148,4
0.189,0.181,0.8,0.109375,0.13875,4
0.189,0.181,0.85,0.12764705882352942,0.13058823529411764,4
0.189,0.181,0.9,0.1761111111111111,0.12333333333333334,4
0.189,0.181,0.95,0.19,0.1463157894736842,4
0.189,0.181,1.0,0.1805,0.189,4
0.018,0.438,0.05,0.44,0.04,3
0.018,0.438,0.1,0.465,0.035,3
0.018,0.438,0.15,0.46,0.02666666666666667,3
0.018,0.438,0.2,0.455,0.0225,3
0.018,0.438,0.25,0.44,0.024,3
0.018,0.438,0.3,0.43,0.023333333333333334,3
0.018,0.438,0.35,0.44285714285714284,0.02142857142857143,3
0.018,0.438,0.4,0.43625,0.0225,3
0.018,0.438,0.45,0.43222222222222223,0.021111111111111112,3
0.018,0.438,0.5,0.441,0.02,3
0.018,0.438,0.55,0.4490909090909091,0.019090909090909092,3
0.018,0.438,0.6,0.4141666666666667,0.0175,3
0.018,0.438,0.65,0.3823076923076923,0.016153846153846154,3
0.018,0.438,0.7,0.355,0.015,3
0.018,0.438,0.75,0.3313333333333333,0.014,3
0.018,0.438,0.8,0.310625,0.013125,3
0.018,0.438,0.85,0.34823529411764703,0.012352941176470587,3
0.018,0.438,0.9,0.3844444444444444,0.011666666666666667,3
0.018,0.438,0.95,0.4168421052631579,0.011052631578947368,3
0.018,0.438,1.0,0.4385,0.018,3
0.026,0.387,0.05,0.35,0.09,5
0.026,0.387,0.1,0.405,0.06,5
0.026,0.387,0.15,0.4033333333333333,0.043333333333333335,5
0.026,0.387,0.2,0.415,0.0375,5
0.026,0.387,0.25,0.394,0.036,5
0.026,0.387,0.3,0.395,0.035,5
0.026,0.387,0.35,0.3842857142857143,0.03571428571428571,5
0.026,0.387,0.4,0.37875,0.035,5
0.026,0.387,0.45,0.3888888888888889,0.03222222222222222,5
0.026,0.387,0.5,0.387,0.031,5
0.026,0.387,0.55,0.3890909090909091,0.03,5
0.026,0.387,0.6,0.3566666666666667,0.0275,5
0.026,0.387,0.65,0.3292307692307692,0.025384615384615384,5
0.026,0.387,0.7,0.3057142857142857,0.023571428571428573,5
0.026,0.387,0.75,0.2853333333333333,0.022,5
0.026,0.387,0.8,0.2675,0.020625,5
0.026,0.387,0.85,0.29,0.019411764705882354,5
0.026,0.387,0.9,0.32944444444444443,0.018333333333333333,5
0.026,0.387,0.95,0.36473684210526314,0.017368421052631578,5
0.026,0.387,1.0,0.387,0.026,5
0.086,0.129,0.05,0.14,0.05,2
0.086,0.129,0.1,0.125,0.065,2
0.086,0.129,0.15,0.13333333333333333,0.06,2
0.086,0.129,0.2,0.1175,0.06,2
0.086,0.129,0.25,0.12,0.074,2
0.086,0.129,0.3,0.125,0.07833333333333334,2
0.086,0.129,0.35,0.12714285714285714,0.07428571428571429,2
0.086,0.129,0.4,0.1225,0.08125,2
0.086,0.129,0.45,0.12222222222222222,0.08,2
0.086,0.129,0.5,0.118,0.091,2
0.086,0.129,0.55,0.11727272727272728,0.09,2
0.086,0.129,0.6,0.11083333333333334,0.0825,2
0.086,0.129,0.65,0.10230769230769231,0.07615384615384616,2
0.086,0.129,0.7,0.095,0.07071428571428572,2
0.086,0.129,0.75,0.08866666666666667,0.066,2
0.086,0.129,0.8,0.083125,0.061875,2
0.086,0.129,0.85,0.07823529411764706,0.05823529411764706,2
0.086,0.129,0.9,0.07388888888888889,0.055,2
0.086,0.129,0.95,0.12157894736842105,0.05210526315789474,2
0.086,0.129,1.0,0.129,0.086,2
0.105,0.232,0.05,0.21,0.16,9
0.105,0.232,0.1,0.195,0.145,9
0.105,0.232,0.15,0.22,0.12666666666666668,9
0.105,0.232,0.2,0.225,0.1225,9
0.105,0.232,0.25,0.226,0.128,9
0.105,0.232,0.3,0.225,0.13166666666666665,9
0.105,0.232,0.35,0.23,0.12571428571428572,9
0.105,0.232,0.4,0.22375,0.12375,9
0.105,0.232,0.45,0.22444444444444445,0.12222222222222222,9
0.105,0.232,0.5,0.224,0.116,9
0.105,0.232,0.55,0.2290909090909091,0.11545454545454545,9
0.105,0.232,0.6,0.21166666666666667,0.10666666666666667,9
0.105,0.232,0.65,0.19538461538461538,0.09846153846153846,9
0.105,0.232,0.7,0.18142857142857144,0.09142857142857143,9
0.105,0.232,0.75,0.16933333333333334,0.08533333333333333,9
0.105,0.232,0.8,0.15875,0.08,9
0.105,0.232,0.85,0.14941176470588236,0.07529411764705882,9
0.105,0.232,0.9,0.1922222222222222,0.07111111111111111,9
0.105,0.232,0.95,0.23473684210526316,0.06736842105263158,9
0.105,0.232,1.0,0.232,0.105,9
0.056,0.052,0.05,0.07,0.0,7
0.056,0.052,0.1,0.075,0.0,7
0.056,0.052,0.15,0.07333333333333333,0.006666666666666667,7
0.056,0.052,0.2,0.06,0.02,7
0.056,0.052,0.25,0.054,0.02,7
0.056,0.052,0.3,0.058333333333333334,0.023333333333333334,7
0.056,0.052,0.35,0.06,0.022857142857142857,7
0.056,0.052,0.4,0.06,0.03,7
0.056,0.052,0.45,0.05444444444444444,0.03333333333333333,7
0.056,0.052,0.5,0.053,0.041,7
0.056,0.052,0.55,0.05545454545454546,0.038181818181818185,7
0.056,0.052,0.6,0.050833333333333335,0.035,7
0.056,0.052,0.65,0.04692307692307692,0.03230769230769231,7
0.056,0.052,0.7,0.04357142857142857,0.03,7
0.056,0.052,0.75,0.04066666666666666,0.028,7
0.056,0.052,0.8,0.038125,0.02625,7
0.056,0.052,0.85,0.03588235294117647,0.024705882352941175,7
0.056,0.052,0.9,0.03388888888888889,0.023333333333333334,7
0.056,0.052,0.95,0.038421052631578946,0.022105263157894735,7
0.056,0.052,1.0,0.0515,0.056,7
0.294,0.000,0.05,0.0,0.17,9
0.294,0.000,0.1,0.0,0.15,9
0.294,0.000,0.15,0.0,0.18,9
0.294,0.000,0.2,0.0,0.1975,9
0.294,0.000,0.25,0.0,0.224,9
0.294,0.000,0.3,0.0,0.23666666666666666,9
0.294,0.000,0.35,0.0,0.24714285714285714,9
0.294,0.000,0.4,0.0,0.25625,9
0.294,0.000,0.45,0.0,0.2588888888888889,9
0.294,0.000,0.5,0.0,0.269,9
0.294,0.000,0.55,0.0,0.2718181818181818,9
0.294,0.000,0.6,0.0,0.24916666666666668,9
0.294,0.000,0.65,0.0,0.23,9
0.294,0.000,0.7,0.0,0.21357142857142858,9
0.294,0.000,0.75,0.0,0.19933333333333333,9
0.294,0.000,0.8,0.0,0.186875,9
0.294,0.000,0.85,0.0,0.17588235294117646,9
0.294,0.000,0.9,0.0,0.215,9
0.294,0.000,0.95,0.0,0.2563157894736842,9
0.294,0.000,1.0,0.0,0.2935,9
0.010,0.206,0.05,0.22,0.01,2
0.010,0.206,0.1,0.215,0.01,2
0.010,0.206,0.15,0.19,0.01,2
0.010,0.206,0.2,0.185,0.0175,2
0.010,0.206,0.25,0.194,0.016,2
0.010,0.206,0.3,0.19166666666666668,0.018333333333333333,2
0.010,0.206,0.35,0.21,0.017142857142857144,2
0.010,0.206,0.4,0.20375,0.0175,2
0.010,0.206,0.45,0.2,0.017777777777777778,2
0.010,0.206,0.5,0.202,0.016,2
0.010,0.206,0.55,0.2018181818181818,0.014545454545454545,2
0.010,0.206,0.6,0.18833333333333332,0.013333333333333334,2
0.010,0.206,0.65,0.17384615384615384,0.012307692307692308,2
0.010,0.206,0.7,0.16142857142857142,0.011428571428571429,2
0.010,0.206,0.75,0.15066666666666667,0.010666666666666666,2
0.010,0.206,0.8,0.14125,0.01,2
0.010,0.206,0.85,0.13294117647058823,0.009411764705882352,2
0.010,0.206,0.9,0.12555555555555556,0.008888888888888889,2
0.010,0.206,0.95,0.1668421052631579,0.008421052631578947,2
0.010,0.206,1.0,0.2065,0.01,2
0.356,0.103,0.05,0.11,0.43,3
0.356,0.103,0.1,0.095,0.46,3
0.356,0.103,0.15,0.1,0.43333333333333335,3
0.356,0.103,0.2,0.1125,0.41,3
0.356,0.103,0.25,0.106,0.398,3
0.356,0.103,0.3,0.11166666666666666,0.39,3
0.356,0.103,0.35,0.10714285714285714,0.3842857142857143,3
0.356,0.103,0.4,0.1075,0.3825,3
0.356,0.103,0.45,0.10666666666666667,0.37444444444444447,3
0.356,0.103,0.5,0.107,0.364,3
0.356,0.103,0.55,0.10818181818181818,0.3572727272727273,3
0.356,0.103,0.6,0.09916666666666667,0.3275,3
0.356,0.103,0.65,0.09153846153846154,0.30230769230769233,3
0.356,0.103,0.7,0.085,0.2807142857142857,3
0.356,0.103,0.75,0.07933333333333334,0.262,3
0.356,0.103,0.8,0.07875,0.245625,3
0.356,0.103,0.85,0.12117647058823529,0.24294117647058824,3
0.356,0.103,0.9,0.11444444444444445,0.285,3
0.356,0.103,0.95,0.10842105263157895,0.32263157894736844,3
0.356,0.103,1.0,0.103,0.3565,3
0.037,0.232,0.05,0.26,0.05,9
0.037,0.232,0.1,0.23,0.045,9
0.037,0.232,0.15,0.23,0.03333333333333333,9
0.037,0.232,0.2,0.22,0.0375,9
0.037,0.232,0.25,0.224,0.042,9
0.037,0.232,0.3,0.23,0.043333333333333335,9
0.037,0.232,0.35,0.24,0.03857142857142857,9
0.037,0.232,0.4,0.23375,0.0425,9
0.037,0.232,0.45,0.23333333333333334,0.04,9
0.037,0.232,0.5,0.226,0.041,9
0.037,0.232,0.55,0.22181818181818183,0.04,9
0.037,0.232,0.6,0.20333333333333334,0.03666666666666667,9
0.037,0.232,0.65,0.18769230769230769,0.033846153846153845,9
0.037,0.232,0.7,0.1742857142857143,0.03142857142857143,9
0.037,0.232,0.75,0.16266666666666665,0.029333333333333333,9
0.037,0.232,0.8,0.1525,0.0275,9
0.037,0.232,0.85,0.14352941176470588,0.02588235294117647,9
0.037,0.232,0.9,0.1638888888888889,0.024444444444444446,9
0.037,0.232,0.95,0.20789473684210527,0.023157894736842106,9
0.037,0.232,1.0,0.232,0.0375,9
0.108,0.181,0.05,0.18,0.1,8
0.108,0.181,0.1,0.215,0.12,8
0.108,0.181,0.15,0.19,0.11666666666666667,8
0.108,0.181,0.2,0.19,0.125,8
0.108,0.181,0.25,0.188,0.126,8
0.108,0.181,0.3,0.17833333333333334,0.12,8
0.108,0.181,0.35,0.1757142857142857,0.12,8
0.108,0.181,0.4,0.17,0.1225,8
0.108,0.181,0.45,0.17333333333333334,0.11666666666666667,8
0.108,0.181,0.5,0.165,0.109,8
0.108,0.181,0.55,0.16818181818181818,0.11181818181818182,8
0.108,0.181,0.6,0.155,0.1025,8
0.108,0.181,0.65,0.14307692307692307,0.09461538461538462,8
0.108,0.181,0.7,0.13285714285714287,0.08785714285714286,8
0.108,0.181,0.75,0.124,0.082,8
0.108,0.181,0.8,0.11625,0.076875,8
0.108,0.181,0.85,0.10941176470588235,0.07235294117647059,8
0.108,0.181,0.9,0.1411111111111111,0.06833333333333333,8
0.108,0.181,0.95,0.1863157894736842,0.06473684210526316,8
0.108,0.181,1.0,0.1805,0.108,8
0.024,0.438,0.05,0.49,0.05,3
0.024,0.438,0.1,0.53,0.045,3
0.024,0.438,0.15,0.5033333333333333,0.04,3
0.024,0.438,0.2,0.4925,0.0425,3
0.024,0.438,0.25,0.47,0.036,3
0.024,0.438,0.3,0.465,0.03666666666666667,3
0.024,0.438,0.35,0.4514285714285714,0.032857142857142856,3
0.024,0.438,0.4,0.44375,0.03,3
0.024,0.438,0.45,0.4477777777777778,0.03,3
0.024,0.438,0.5,0.443,0.029,3
0.024,0.438,0.55,0.4409090909090909,0.026363636363636363,3
0.024,0.438,0.6,0.4041666666666667,0.024166666666666666,3
0.024,0.438,0.65,0.3730769230769231,0.022307692307692306,3
0.024,0.438,0.7,0.3464285714285714,0.020714285714285713,3
0.024,0.438,0.75,0.3233333333333333,0.019333333333333334,3
0.024,0.438,0.8,0.309375,0.018125,3
0.024,0.438,0.85,0.35,0.017058823529411765,3
0.024,0.438,0.9,0.3861111111111111,0.01611111111111111,3
0.024,0.438,0.95,0.41842105263157897,0.015263157894736841,3
0.024,0.438,1.0,0.4385,0.0235,3
0.067,0.129,0.05,0.14,0.03,7
0.067,0.129,0.1,0.135,0.045,7
0.067,0.129,0.15,0.12666666666666668,0.056666666666666664,7
0.067,0.129,0.2,0.13,0.0525,7
0.067,0.129,0.25,0.142,0.06,7
0.067,0.129,0.3,0.145,0.055,7
0.067,0.129,0.35,0.15142857142857144,0.055714285714285716,7
0.067,0.129,0.4,0.145,0.0575,7
0.067,0.129,0.45,0.13777777777777778,0.057777777777777775,7
0.067,0.129,0.5,0.139,0.057,7
0.067,0.129,0.55,0.1409090909090909,0.057272727272727274,7
0.067,0.129,0.6,0.12916666666666668,0.0525,7
0.067,0.129,0.65,0.11923076923076924,0.04846153846153846,7
0.067,0.129,0.7,0.11071428571428571,0.045,7
0.067,0.129,0.75,0.10333333333333333,0.042,7
0.067,0.129,0.8,0.096875,0.039375,7
0.067,0.129,0.85,0.09117647058823529,0.03705882352941176,7
0.067,0.129,0.9,0.08611111111111111,0.035,7
0.067,0.129,0.95,0.12052631578947369,0.03315789473684211,7
0.067,0.129,1.0,0.129,0.067,7
0.153,0.309,0.05,0.22,0.38,4
0.153,0.309,0.1,0.265,0.29,4
0.153,0.309,0.15,0.2866666666666667,0.24333333333333335,4
0.153,0.309,0.2,0.2825,0.225,4
0.153,0.309,0.25,0.288,0.212,4
0.153,0.309,0.3,0.28,0.21333333333333335,4
0.153,0.309,0.35,0.2757142857142857,0.2042857142857143,4
0.153,0.309,0.4,0.28375,0.2,4
0.153,0.309,0.45,0.2866666666666667,0.19,4
0.153,0.309,0.5,0.284,0.186,4
0.153,0.309,0.55,0.2809090909090909,0.17272727272727273,4
0.153,0.309,0.6,0.2575,0.15833333333333333,4
0.153,0.309,0.65,0.2376923076923077,0.14615384615384616,4
0.153,0.309,0.7,0.22071428571428572,0.1357142857142857,4
0.153,0.309,0.75,0.206,0.12666666666666668,4
0.153,0.309,0.8,0.20875,0.11875,4
0.153,0.309,0.85,0.25529411764705884,0.11176470588235295,4
0.153,0.309,0.9,0.2966666666666667,0.10555555555555556,4
0.153,0.309,0.95,0.3257894736842105,0.10789473684210527,4
0.153,0.309,1.0,0.3095,0.1525,4
0.026,0.413,0.05,0.45,0.04,3
0.026,0.413,0.1,0.46,0.035,3
0.026,0.413,0.15,0.42,0.03,3
0.026,0.413,0.2,0.4175,0.035,3
0.026,0.413,0.25,0.41,0.034,3
0.026,0.413,0.3,0.425,0.035,3
0.026,0.413,0.35,0.42857142857142855,0.037142857142857144,3
0.026,0.413,0.4,0.4175,0.035,3
0.026,0.413,0.45,0.42333333333333334,0.03222222222222222,3
0.026,0.413,0.5,0.421,0.029,3
0.026,0.413,0.55,0.4218181818181818,0.028181818181818183,3
0.026,0.413,0.6,0.38666666666666666,0.025833333333333333,3
0.026,0.413,0.65,0.3569230769230769,0.023846153846153847,3
