Source,Target,sign
183,187,1
183,303,1
183,633,1
183,782,1
183,888,1
184,918,1
184,1382,1
184,1419,1
185,1013,1
185,1609,1
185,1983,1
186,165,1
186,345,1
186,1008,1
186,1103,1
186,1279,1
186,1737,1
186,1787,1
187,470,1
187,895,1
187,1015,1
187,1028,1
187,1159,1
187,1337,1
187,1524,1
187,1859,1
187,1879,1
187,1980,1
188,1362,1
188,1503,1
188,1590,1
188,1737,1
190,829,1
190,1621,1
190,1893,1
191,348,1
191,498,1
192,1405,1
192,1621,1
192,1711,1
192,1776,1
193,1254,1
193,1495,1
194,1397,1
194,1944,1
195,1279,1
195,1737,1
196,177,1
196,1034,1
196,1806,1
197,1562,1
197,1687,1
197,1737,1
197,1811,1
198,738,1
199,1464,1
200,819,1
200,1741,1
202,1566,1
203,1737,1
204,1656,1
204,1737,1
205,109,1
205,1439,1
205,1479,1
205,1881,1
206,633,1
206,1423,1
206,1631,1
206,1737,1
206,1882,1
207,312,1
207,1969,1
208,184,1
208,210,1
208,633,1
208,1631,1
208,1737,1
208,1777,1
208,1817,1
208,1831,1
209,93,1
209,305,1
209,1432,1
209,1787,1
210,177,1
210,348,1
210,1852,1
211,184,1
211,198,1
211,270,1
211,904,1
211,1084,1
211,1268,1
211,1377,1
211,1737,1
211,1741,1
212,345,1
212,1153,1
212,1464,1
212,1809,1
212,1811,1
213,617,1
213,1443,1
213,1648,1
213,1687,1
214,1004,1
214,1702,1
214,1737,1
215,1159,1
215,1410,1
215,1940,1
216,8,1
216,32,1
216,47,1
216,74,1
216,256,1
216,286,1
216,323,1
216,348,1
216,371,1
216,462,1
216,627,1
216,677,1
216,700,1
216,766,1
216,782,1
216,852,1
216,874,1
216,926,1
216,961,1
216,1001,1
216,1007,1
216,1319,1
216,1321,1
216,1377,1
216,1432,1
216,1443,1
216,1581,1
216,1621,1
216,1647,1
216,1658,1
216,1670,1
216,1685,1
216,1737,1
216,1746,1
216,1787,1
216,1875,1
216,1879,1
216,1880,1
216,1893,1
217,38,1
217,74,1
218,322,1
218,453,1
218,1890,1
219,681,1
219,1064,1
219,1432,1
219,1631,1
219,1737,1
219,1855,1
219,1879,1
219,1948,1
220,713,1
220,1275,1
220,1463,1
220,1741,1
221,633,1
221,1377,1
222,277,1
222,487,1
222,933,1
222,1611,1
222,1870,1
223,633,1
223,1692,1
223,1724,1
223,1911,1
224,314,1
224,1603,1
224,1619,1
224,1919,1
225,803,1
225,1464,1
226,1774,1
226,1831,1
226,1920,1
226,1990,1
227,200,1
227,1422,1
227,1747,1
227,1881,1
227,1918,1
227,1940,1
228,812,1
228,1621,1
228,1631,1
228,1777,1
229,1359,1
229,1621,1
229,1848,1
229,1853,1
230,1737,1
231,520,1
231,853,1
231,943,1
231,1004,1
231,1631,1
231,1737,1
231,1754,1
231,1920,1
231,1942,1
232,94,1
232,141,1
232,412,1
232,447,1
232,707,1
232,803,1
232,852,1
232,972,1
232,1139,1
232,1279,1
232,1330,1
232,1438,1
232,1737,1
232,1801,1
232,1888,1
232,1897,1
233,74,1
234,496,1
234,1439,1
235,395,1
235,639,1
235,1746,1
235,1859,1
236,684,1
236,1159,1
236,1559,1
236,1754,1
237,187,1
237,680,1
237,1064,1
237,1737,1
238,852,1
238,1737,1
238,1940,1
239,1286,1
239,1862,1
240,881,1
240,1463,1
240,1864,1
240,1879,1
241,716,1
241,1397,1
241,1746,1
242,385,1
243,926,1
243,1841,1
243,1983,1
244,926,1
244,1009,1
244,1483,1
244,1488,1
244,1603,1
244,1631,1
244,1737,1
245,1777,1
245,1879,1
245,1983,1
246,165,1
246,322,1
246,1537,1
247,468,1
247,1445,1
248,38,1
248,459,1
248,1015,1
248,1486,1
250,105,1
250,1013,1
250,1362,1
250,1646,1
250,1841,1
250,1862,1
251,676,1
251,1012,1
251,1562,1
251,1995,1
252,1817,1
252,1879,1
253,1279,1
253,1692,1
253,1737,1
253,1776,1
253,1940,1
254,177,1
254,486,1
254,684,1
254,710,1
254,1238,1
254,1268,1
254,1351,1
254,1647,1
254,1681,1
254,1737,1
254,1766,1
254,1774,1
254,1809,1
254,1855,1
254,1883,1
254,1985,1
255,971,1
255,1438,1
255,1920,1
256,75,1
256,151,1
256,187,1
256,205,1
256,348,1
256,879,1
257,1038,1
257,1406,1
257,1864,1
257,1883,1
257,1985,1
259,149,1
259,1716,1
259,1746,1
259,1919,1
259,1990,1
260,407,1
260,597,1
260,994,1
260,1228,1
260,1354,1
260,1776,1
261,259,1
261,1741,1
261,1774,1
261,1782,1
261,1841,1
262,627,1
262,1562,1
262,1631,1
262,1855,1
262,1934,1
262,1969,1
263,1619,1
264,700,1
264,1279,1
264,1799,1
264,1920,1
266,371,1
266,1432,1
267,40,1
267,64,1
267,210,1
267,479,1
267,686,1
267,984,1
267,1084,1
267,1181,1
267,1228,1
267,1631,1
267,1645,1
267,1693,1
267,1852,1
268,1883,1
269,205,1
269,407,1
269,1081,1
269,1776,1
270,852,1
271,1737,1
272,520,1
272,817,1
272,1670,1
273,1,1
273,77,1
273,91,1
273,407,1
273,1084,1
273,1606,1
273,1721,1
273,1893,1
273,1902,1
273,1969,1
274,395,1
274,633,1
274,1737,1
274,1870,1
274,1894,1
274,1990,1
275,467,1
275,734,1
275,1895,1
275,1920,1
276,520,1
276,801,1
276,853,1
276,1491,1
276,1883,1
276,1911,1
277,40,1
277,345,1
277,754,1
277,842,1
277,1776,1
278,371,1
278,776,1
278,1404,1
278,1841,1
279,972,1
280,708,1
281,346,1
281,498,1
281,1883,1
282,1879,1
282,1983,1
283,79,1
283,1103,1
284,518,1
284,684,1
284,1676,1
284,1677,1
284,1737,1
284,1741,1
284,1920,1
284,1990,1
285,906,1
285,1737,1
285,1751,1
286,477,1
286,659,1
286,780,1
286,933,1
286,1362,1
286,1647,1
286,1705,1
286,1737,1
287,411,1
287,617,1
287,1084,1
287,1303,1
287,1645,1
287,1737,1
288,385,1
288,1902,1
289,1638,1
289,1855,1
290,165,1
290,782,1
291,1423,1
291,1737,1
291,1875,1
292,1362,1
292,1621,1
292,1645,1
293,633,1
293,1362,1
293,1418,1
293,1524,1
293,1925,1
294,262,1
295,1158,1
295,1438,1
295,1702,1
295,1920,1
296,1909,1
297,1787,1
297,1931,1
298,571,1
298,1737,1
298,1777,1
298,1853,1
298,1897,1
299,218,1
299,277,1
299,419,1
299,879,1
299,895,1
299,1285,1
299,1601,1
299,1622,1
299,1864,1
300,470,1
300,1330,1
300,1774,1
300,1968,1
302,1737,1
303,1282,1
303,1621,1
303,1883,1
304,223,1
304,1737,1
304,1738,1
304,1815,1
305,487,1
305,560,1
305,677,1
305,1677,1
305,1737,1
306,736,1
306,1414,1
306,1670,1
306,1914,1
307,620,1
307,1419,1
307,1715,1
308,407,1
309,1292,1
309,1677,1
309,1687,1
309,1737,1
309,1746,1
309,1785,1
309,1841,1
309,1879,1
310,188,1
310,345,1
310,410,1
310,1554,1
310,1621,1
310,1881,1
311,309,1
311,1861,1
312,212,1
312,223,1
312,1677,1
312,1856,1
312,1879,1
312,1920,1
314,1362,1
315,1653,1
315,1916,1
316,33,1
316,187,1
316,1724,1
316,1879,1
316,1934,1
317,348,1
317,1740,1
318,309,1
318,345,1
318,513,1
318,633,1
318,1084,1
318,1306,1
318,1330,1
318,1337,1
318,1403,1
318,1404,1
318,1737,1
318,1888,1
318,1983,1
319,1330,1
319,1377,1
320,110,1
320,486,1
320,803,1
320,1690,1
320,1894,1
320,1931,1
321,38,1
321,1269,1
321,1746,1
321,1968,1
322,1656,1
322,1776,1
322,1809,1
322,1828,1
322,1980,1
323,1240,1
323,1737,1
324,620,1
324,710,1
324,881,1
324,1053,1
325,40,1
325,121,1
325,1631,1
326,358,1
326,999,1
326,1631,1
326,1705,1
326,1990,1
327,1015,1
327,1467,1
328,1634,1
328,1883,1
328,1968,1
329,395,1
329,633,1
329,1279,1
329,1603,1
329,1968,1
330,708,1
330,1601,1
330,1633,1
330,1778,1
330,1895,1
330,1914,1
330,1920,1
331,144,1
331,187,1
331,782,1
331,1112,1
331,1751,1
332,1850,1
332,1969,1
332,1991,1
333,94,1
333,405,1
333,1631,1
333,1645,1
334,719,1
335,639,1
335,1308,1
335,1737,1
337,262,1
337,595,1
337,633,1
337,726,1
337,895,1
337,1279,1
337,1603,1
337,1774,1
337,1881,1
338,979,1
338,1759,1
338,1773,1
339,1174,1
339,1406,1
339,1985,1
340,812,1
340,1423,1
341,287,1
341,306,1
341,853,1
341,901,1
341,1563,1
341,1647,1
341,1737,1
342,721,1
343,726,1
343,929,1
343,1304,1
343,1432,1
344,612,1
344,803,1
344,1631,1
344,1692,1
344,1896,1
345,7,1
345,633,1
345,937,1
345,1463,1
345,1647,1
345,1670,1
345,1737,1
345,1893,1
345,1931,1
345,1995,1
346,1950,1
347,177,1
347,306,1
347,1313,1
347,1774,1
347,1794,1
347,1980,1
348,612,1
348,924,1
348,1676,1
348,1737,1
349,38,1
349,187,1
349,470,1
349,1737,1
349,1748,1
350,664,1
350,1607,1
350,1631,1
351,1737,1
352,246,1
352,518,1
352,1436,1
352,1737,1
352,1920,1
353,506,1
353,742,1
353,1737,1
353,1973,1
353,1988,1
354,486,1
354,1617,1
354,1990,1
355,14,1
355,1464,1
355,1737,1
356,44,1
357,68,1
357,1737,1
358,318,1
358,1841,1
358,1853,1
359,129,1
359,1776,1
359,1879,1
359,1897,1
361,208,1
361,1562,1
361,1646,1
361,1924,1
362,518,1
362,1714,1
362,1737,1
363,1631,1
363,1855,1
364,617,1
364,1855,1
364,1934,1
365,290,1
365,354,1
365,835,1
365,1480,1
365,1609,1
365,1831,1
365,1856,1
366,165,1
366,177,1
366,459,1
366,947,1
366,1597,1
366,1646,1
366,1794,1
367,1631,1
367,1737,1
368,1279,1
368,1666,1
368,1921,1
368,1991,1
369,68,1
369,960,1
369,1631,1
370,395,1
371,187,1
371,547,1
371,1299,1
371,1395,1
371,1645,1
371,1676,1
371,1746,1
372,1885,1
372,1921,1
372,1934,1
373,270,1
373,1027,1
373,1289,1
373,1692,1
374,320,1
374,866,1
374,1746,1
375,1879,1
376,1705,1
377,1645,1
377,1883,1
378,1624,1
378,1897,1
378,1938,1
379,633,1
379,972,1
379,1279,1
380,277,1
380,518,1
380,1934,1
381,597,1
382,358,1
383,1670,1
383,1709,1
383,1938,1
384,236,1
384,407,1
384,854,1
384,982,1
384,1159,1
384,1324,1
384,1472,1
384,1611,1
384,1621,1
384,1711,1
385,32,1
385,86,1
385,383,1
385,614,1
385,663,1
385,1028,1
385,1609,1
385,1885,1
386,777,1
386,819,1
386,1192,1
387,633,1
387,1039,1
387,1737,1
387,1751,1
387,1940,1
388,1888,1
389,1389,1
389,1433,1
389,1985,1
390,1737,1
391,1,1
391,812,1
392,371,1
392,1737,1
392,1879,1
393,122,1
393,786,1
393,800,1
393,852,1
393,876,1
393,926,1
393,1015,1
393,1038,1
393,1232,1
393,1263,1
393,1279,1
393,1737,1
393,1841,1
393,1972,1
394,1728,1
395,79,1
395,844,1
395,1349,1
395,1645,1
395,1771,1
395,1920,1
396,589,1
396,1605,1
396,1631,1
397,484,1
397,597,1
397,1737,1
397,1953,1
398,535,1
398,1362,1
398,1746,1
399,1603,1
399,1795,1
401,210,1
401,256,1
401,345,1
401,1065,1
401,1805,1
401,1828,1
401,1879,1
402,165,1
402,1464,1
403,633,1
403,1677,1
404,1737,1
404,1746,1
405,279,1
405,639,1
405,1377,1
405,1831,1
405,1911,1
406,633,1
406,1787,1
407,535,1
407,617,1
407,633,1
407,1181,1
407,1362,1
408,1337,1
408,1785,1
408,1883,1
409,838,1
409,923,1
409,1737,1
409,1879,1
410,211,1
410,734,1
410,1035,1
410,1334,1
410,1446,1
410,1599,1
410,1621,1
410,1689,1
410,1737,1
410,1931,1
411,1809,1
411,1828,1
411,1870,1
412,184,1
412,306,1
412,487,1
412,798,1
412,955,1
412,960,1
412,1194,1
412,1226,1
412,1705,1
412,1737,1
413,701,1
413,1855,1
414,447,1
414,929,1
414,936,1
414,1624,1
415,40,1
415,477,1
415,1084,1
416,910,1
416,1004,1
416,1968,1
417,676,1
417,1063,1
418,608,1
418,1269,1
418,1443,1
418,1464,1
418,1499,1
418,1631,1
418,1925,1
419,184,1
419,1737,1
419,1879,1
420,960,1
421,1067,1
421,1128,1
421,1774,1
421,1990,1
422,525,1
422,1603,1
422,1730,1
422,1803,1
422,1897,1
423,410,1
423,819,1
423,852,1
423,1132,1
423,1359,1
423,1670,1
423,1737,1
423,1920,1
423,1925,1
424,660,1
424,943,1
424,1159,1
425,520,1
425,584,1
426,633,1
427,562,1
427,1229,1
427,1406,1
428,7,1
428,26,1
428,345,1
428,1201,1
428,1861,1
429,1737,1
430,738,1
430,1194,1
430,1412,1
430,1559,1
430,1631,1
430,1670,1
430,1737,1
430,1864,1
430,1883,1
430,1953,1
431,1631,1
432,633,1
432,1003,1
432,1648,1
433,665,1
433,1362,1
433,1554,1
433,1883,1
434,1284,1
434,1687,1
435,1078,1
436,956,1
436,1609,1
437,924,1
437,1621,1
438,1621,1
438,1774,1
439,1737,1
440,1692,1
440,1879,1
440,1893,1
440,1897,1
441,639,1
441,994,1
441,1183,1
441,1269,1
441,1513,1
441,1737,1
441,1896,1
442,1337,1
442,1631,1
442,1664,1
442,1953,1
443,1983,1
444,1654,1
444,1896,1
445,1737,1
446,274,1
446,345,1
446,1004,1
446,1746,1
447,57,1
447,102,1
447,612,1
447,673,1
447,1051,1
447,1084,1
447,1226,1
447,1358,1
447,1488,1
447,1557,1
447,1677,1
447,1777,1
447,1883,1
447,1931,1
447,1942,1
447,1953,1
447,1972,1
448,1632,1
448,1647,1
448,1911,1
449,210,1
450,1279,1
450,1484,1
451,405,1
451,633,1
451,1324,1
451,1595,1
451,1737,1
451,1828,1
451,1831,1
452,1093,1
452,1669,1
452,1687,1
452,1855,1
453,165,1
453,371,1
453,1183,1
453,1737,1
453,1914,1
454,345,1
454,633,1
454,1362,1
454,1702,1
455,570,1
455,1284,1
456,1364,1
457,1049,1
458,664,1
458,1631,1
459,1377,1
459,1730,1
459,1737,1
459,1757,1
461,493,1
461,1008,1
461,1062,1
461,1362,1
461,1713,1
461,1746,1
461,1776,1
462,1053,1
462,1204,1
462,1464,1
462,1990,1
464,533,1
464,842,1
464,1304,1
466,633,1
466,1004,1
466,1383,1
466,1532,1
466,1633,1
466,1737,1
466,1864,1
466,1879,1
466,1897,1
467,15,1
467,1228,1
467,1670,1
468,226,1
468,1737,1
468,1973,1
469,54,1
469,253,1
469,345,1
469,440,1
469,513,1
469,601,1
469,664,1
469,895,1
469,1059,1
469,1084,1
469,1113,1
469,1713,1
470,515,1
470,852,1
470,956,1
470,1223,1
470,1556,1
470,1885,1
471,782,1
471,901,1
471,972,1
471,979,1
471,1159,1
471,1920,1
471,1940,1
472,684,1
472,1419,1
473,279,1
473,348,1
473,972,1
473,1377,1
473,1746,1
473,1751,1
473,1845,1
474,10,1
474,584,1
474,1619,1
475,1737,1
475,1866,1
475,1893,1
475,1931,1
476,221,1
476,947,1
476,1586,1
476,1879,1
477,1776,1
479,1059,1
479,1737,1
480,226,1
480,1727,1
480,1769,1
482,40,1
482,926,1
482,1268,1
482,1883,1
482,1893,1
483,520,1
483,983,1
483,1219,1
484,385,1
484,517,1
484,876,1
485,1446,1
485,1737,1
486,633,1
486,765,1
486,929,1
486,1004,1
486,1559,1
486,1656,1
486,1721,1
487,582,1
487,1269,1
487,1362,1
488,184,1
488,407,1
488,596,1
488,1359,1
488,1859,1
488,1879,1
489,1275,1
489,1628,1
490,1631,1
490,1934,1
491,1773,1
492,15,1
492,1219,1
492,1737,1
493,1044,1
493,1737,1
493,1855,1
494,1648,1
495,1828,1
496,1192,1
496,1410,1
496,1423,1
496,1609,1
496,1692,1
496,1737,1
496,1855,1
497,268,1
497,1737,1
497,1828,1
497,1920,1
498,518,1
498,612,1
498,874,1
498,971,1
498,1279,1
498,1595,1
498,1737,1
498,1920,1
499,293,1
499,1724,1
499,1790,1
500,410,1
500,901,1
500,1397,1
500,1630,1
500,1782,1
501,1846,1
501,1940,1
502,524,1
504,885,1
504,1284,1
505,685,1
505,1015,1
506,1737,1
506,1920,1
507,1223,1
507,1338,1
508,444,1
508,1259,1
508,1543,1
508,1645,1
508,1737,1
508,1776,1
508,1893,1
508,1897,1
508,1958,1
510,40,1
511,1269,1
511,1464,1
511,1648,1
512,1132,1
512,1902,1
512,1914,1
513,318,1
513,812,1
513,879,1
513,1259,1
513,1321,1
513,1362,1
513,1895,1
514,309,1
514,1088,1
515,188,1
515,208,1
515,1159,1
515,1269,1
515,1736,1
515,1937,1
515,1959,1
516,1670,1
516,1990,1
517,633,1
517,903,1
518,89,1
518,179,1
518,459,1
518,633,1
518,819,1
518,872,1
