Source,Target,sign
518,1737,1
518,1920,1
519,971,1
520,184,1
520,407,1
520,487,1
520,1337,1
520,1362,1
520,1631,1
520,1737,1
521,151,1
521,612,1
521,878,1
521,910,1
521,1051,1
521,1631,1
521,1879,1
522,33,1
522,1038,1
522,1916,1
523,1717,1
524,92,1
524,312,1
524,1891,1
525,812,1
525,1084,1
525,1611,1
525,1729,1
525,1784,1
525,1864,1
526,444,1
526,903,1
526,1882,1
527,7,1
528,1309,1
529,486,1
529,1611,1
529,1731,1
530,1677,1
530,1885,1
533,311,1
533,347,1
533,1123,1
533,1337,1
533,1884,1
534,395,1
534,1294,1
534,1377,1
534,1737,1
534,1848,1
535,135,1
535,371,1
535,1920,1
536,818,1
536,1013,1
536,1038,1
536,1432,1
536,1695,1
536,1724,1
536,1776,1
536,1828,1
537,929,1
537,1159,1
537,1653,1
538,188,1
538,556,1
538,1716,1
539,316,1
539,790,1
539,1934,1
540,1621,1
540,1631,1
540,1948,1
541,556,1
541,652,1
541,1132,1
542,430,1
542,1282,1
542,1417,1
543,738,1
543,1280,1
543,1624,1
544,407,1
545,723,1
545,960,1
545,1675,1
545,1729,1
545,1990,1
546,584,1
546,1067,1
546,1562,1
546,1864,1
547,407,1
547,548,1
548,485,1
548,1737,1
548,1794,1
549,1609,1
549,1953,1
550,62,1
550,710,1
550,1156,1
550,1418,1
552,200,1
552,903,1
552,923,1
552,1737,1
552,1760,1
552,1883,1
554,1081,1
554,1713,1
555,40,1
555,1728,1
556,15,1
556,275,1
556,447,1
556,486,1
556,582,1
556,803,1
556,869,1
556,901,1
556,1737,1
556,1791,1
556,1798,1
556,1855,1
557,40,1
557,277,1
557,1746,1
557,1920,1
558,410,1
558,477,1
558,710,1
559,1982,1
560,1677,1
560,1737,1
560,1776,1
560,1816,1
560,1911,1
561,873,1
561,1902,1
561,1917,1
562,211,1
562,1911,1
563,470,1
563,520,1
563,1645,1
563,1737,1
564,1737,1
566,1323,1
566,1603,1
566,1645,1
566,1756,1
567,411,1
567,721,1
567,1811,1
568,135,1
568,1022,1
568,1053,1
568,1603,1
569,789,1
569,884,1
569,1039,1
569,1228,1
569,1321,1
569,1399,1
569,1443,1
569,1450,1
569,1468,1
569,1648,1
569,1746,1
569,1985,1
570,1647,1
570,1785,1
570,1925,1
571,664,1
571,932,1
572,801,1
572,1269,1
573,803,1
574,407,1
574,633,1
574,1850,1
574,1990,1
575,440,1
575,1619,1
576,1692,1
576,1746,1
576,1920,1
577,493,1
577,1737,1
577,1934,1
578,177,1
578,1737,1
578,1879,1
579,54,1
579,983,1
579,1226,1
579,1252,1
579,1737,1
579,1774,1
579,1915,1
580,601,1
580,939,1
581,1713,1
582,309,1
582,1860,1
582,1920,1
583,1330,1
583,1921,1
583,1931,1
583,1990,1
584,187,1
584,221,1
584,706,1
584,1004,1
584,1609,1
584,1724,1
584,1894,1
585,105,1
585,179,1
585,187,1
585,268,1
585,286,1
585,303,1
585,374,1
585,412,1
585,529,1
585,614,1
585,633,1
585,700,1
585,723,1
585,842,1
585,994,1
585,1015,1
585,1153,1
585,1184,1
585,1194,1
585,1556,1
585,1597,1
585,1603,1
585,1645,1
585,1647,1
585,1675,1
585,1676,1
585,1695,1
585,1737,1
585,1771,1
585,1811,1
585,1866,1
585,1870,1
585,1879,1
585,1896,1
585,1914,1
585,1920,1
585,1985,1
586,1488,1
587,906,1
587,955,1
587,1279,1
587,1285,1
588,803,1
588,1911,1
588,1983,1
589,191,1
589,385,1
589,850,1
589,1223,1
589,1397,1
589,1468,1
589,1586,1
589,1692,1
589,1920,1
589,1953,1
590,1027,1
590,1687,1
590,1737,1
591,1035,1
591,1207,1
591,1631,1
591,1647,1
591,1883,1
592,1983,1
593,512,1
593,707,1
593,1601,1
593,1737,1
593,1773,1
593,1841,1
593,1879,1
593,1882,1
593,1948,1
594,187,1
594,200,1
594,994,1
595,104,1
595,541,1
595,1198,1
595,1548,1
596,135,1
596,188,1
596,295,1
596,712,1
596,1464,1
596,1744,1
596,1893,1
597,633,1
597,1692,1
598,33,1
598,464,1
598,597,1
598,895,1
598,1269,1
598,1631,1
598,1674,1
598,1762,1
598,1864,1
600,1737,1
601,633,1
601,1018,1
601,1432,1
601,1737,1
601,1969,1
602,369,1
602,1018,1
602,1737,1
603,126,1
603,1744,1
603,1983,1
604,690,1
604,935,1
604,1809,1
604,1897,1
606,1652,1
606,1737,1
606,1885,1
607,3,1
607,1985,1
608,472,1
608,960,1
608,1419,1
608,1516,1
608,1687,1
608,1737,1
609,261,1
609,1653,1
609,1979,1
611,1645,1
611,1737,1
612,1746,1
612,1879,1
613,712,1
613,1028,1
614,374,1
614,734,1
614,1144,1
615,677,1
615,1846,1
616,1362,1
616,1645,1
616,1647,1
616,1650,1
617,188,1
617,223,1
617,524,1
617,837,1
617,1529,1
617,1621,1
617,1746,1
618,467,1
618,1794,1
619,1864,1
620,873,1
620,1631,1
621,1423,1
621,1737,1
622,633,1
622,1018,1
622,1284,1
622,1883,1
623,229,1
623,498,1
623,881,1
623,960,1
623,1433,1
623,1737,1
623,1855,1
623,1914,1
624,224,1
624,274,1
624,482,1
624,1870,1
624,1934,1
624,1990,1
625,57,1
625,537,1
625,910,1
625,1432,1
625,1633,1
625,1737,1
625,1794,1
625,1920,1
625,1983,1
626,1321,1
626,1524,1
626,1619,1
627,169,1
627,556,1
627,1960,1
628,51,1
628,432,1
628,600,1
628,633,1
628,1452,1
628,1737,1
628,1883,1
629,707,1
629,1269,1
630,1621,1
631,812,1
631,1737,1
631,1853,1
631,1920,1
632,498,1
632,1647,1
632,1664,1
633,213,1
633,597,1
633,1677,1
633,1692,1
633,1828,1
634,1879,1
635,1937,1
636,343,1
636,393,1
637,584,1
637,1037,1
637,1893,1
637,1983,1
638,75,1
638,177,1
639,926,1
639,1341,1
639,1782,1
639,1893,1
639,1897,1
639,1924,1
640,113,1
640,1864,1
641,65,1
641,412,1
641,1720,1
641,1885,1
642,369,1
642,1881,1
643,1621,1
643,1781,1
644,241,1
644,407,1
644,1718,1
644,1737,1
644,1822,1
646,1330,1
646,1778,1
647,806,1
647,1410,1
648,53,1
648,862,1
648,1730,1
648,1881,1
649,75,1
649,1920,1
650,1211,1
650,1841,1
650,1985,1
651,26,1
651,111,1
651,1648,1
651,1744,1
652,45,1
652,320,1
652,369,1
652,378,1
652,983,1
652,1184,1
652,1324,1
652,1774,1
653,1297,1
653,1621,1
653,1990,1
654,1464,1
654,1879,1
655,341,1
655,496,1
655,1562,1
656,547,1
656,1687,1
656,1803,1
657,1439,1
657,1464,1
657,1695,1
657,1737,1
657,1934,1
658,1647,1
658,1776,1
659,94,1
659,226,1
659,500,1
659,600,1
659,633,1
659,1043,1
659,1163,1
659,1279,1
659,1775,1
659,1920,1
660,572,1
660,633,1
660,659,1
660,1737,1
660,1942,1
661,1983,1
662,953,1
662,1018,1
662,1254,1
662,1417,1
662,1631,1
662,1746,1
663,1776,1
664,1324,1
664,1737,1
664,1741,1
665,179,1
665,1738,1
666,371,1
666,624,1
666,734,1
666,1396,1
666,1656,1
666,1677,1
666,1884,1
666,1940,1
667,33,1
667,1254,1
667,1647,1
668,1648,1
669,803,1
669,1621,1
669,1631,1
670,1543,1
672,1113,1
672,1644,1
672,1774,1
673,15,1
673,24,1
673,518,1
673,588,1
673,972,1
673,1049,1
673,1737,1
673,1749,1
673,1879,1
674,710,1
674,971,1
674,1255,1
674,1729,1
674,1874,1
675,1051,1
675,1670,1
676,40,1
676,1631,1
676,1687,1
676,1776,1
676,1873,1
677,20,1
677,177,1
677,862,1
677,1903,1
678,127,1
678,188,1
678,685,1
678,840,1
678,1737,1
678,1740,1
679,88,1
679,896,1
680,347,1
680,710,1
680,1841,1
680,1879,1
681,150,1
681,1159,1
681,1269,1
681,1450,1
681,1670,1
681,1737,1
682,477,1
682,895,1
682,1001,1
682,1621,1
682,1670,1
682,1737,1
683,477,1
683,734,1
683,994,1
683,1746,1
683,1971,1
684,498,1
684,556,1
684,1292,1
684,1677,1
685,144,1
685,1737,1
686,664,1
687,1737,1
688,1330,1
688,1687,1
688,1828,1
690,633,1
690,839,1
690,1646,1
690,1968,1
691,1554,1
691,1737,1
691,1882,1
692,187,1
692,673,1
692,1261,1
692,1737,1
692,1940,1
692,1968,1
694,1456,1
694,1920,1
695,306,1
695,1737,1
696,803,1
696,1737,1
697,235,1
697,407,1
697,1284,1
697,1577,1
698,26,1
698,633,1
699,1879,1
700,412,1
700,931,1
700,1285,1
700,1648,1
700,1690,1
700,1919,1
700,1983,1
701,1617,1
701,1920,1
702,1705,1
702,1897,1
703,801,1
703,819,1
703,1934,1
704,286,1
704,633,1
704,1681,1
705,1720,1
706,272,1
706,487,1
706,1292,1
706,1942,1
707,401,1
707,1349,1
707,1377,1
707,1896,1
708,801,1
708,1084,1
708,1737,1
709,94,1
709,1737,1
709,1879,1
710,187,1
710,345,1
710,1159,1
710,1631,1
710,1677,1
710,1879,1
710,1893,1
711,1737,1
711,1811,1
712,1004,1
712,1464,1
712,1879,1
713,1880,1
714,837,1
714,1113,1
714,1557,1
714,1655,1
714,1737,1
714,1883,1
715,612,1
715,852,1
716,868,1
716,1790,1
716,1920,1
717,1261,1
717,1330,1
717,1603,1
717,1619,1
717,1860,1
718,50,1
718,614,1
719,1192,1
719,1737,1
719,1914,1
719,1973,1
721,61,1
721,113,1
721,318,1
721,804,1
721,1217,1
721,1397,1
721,1737,1
721,1885,1
722,482,1
722,1971,1
723,1647,1
724,1647,1
725,459,1
725,803,1
725,895,1
725,1737,1
726,1670,1
726,1861,1
726,1983,1
727,179,1
727,1766,1
727,1774,1
727,1784,1
728,803,1
728,1746,1
729,309,1
729,812,1
730,318,1
730,1069,1
730,1103,1
732,144,1
732,983,1
732,1038,1
732,1044,1
732,1212,1
732,1670,1
732,1713,1
732,1841,1
732,1846,1
732,1897,1
733,470,1
733,719,1
734,187,1
734,226,1
734,429,1
734,512,1
734,560,1
734,1377,1
734,1648,1
735,430,1
735,710,1
735,1377,1
735,1432,1
735,1603,1
735,1630,1
735,1729,1
736,127,1
736,1159,1
736,1621,1
736,1631,1
737,1081,1
738,742,1
738,1559,1
738,1861,1
739,649,1
739,1621,1
739,1746,1
740,1692,1
741,40,1
741,188,1
741,790,1
741,1934,1
742,345,1
742,525,1
742,597,1
742,1194,1
742,1737,1
742,1893,1
743,344,1
743,410,1
743,544,1
743,1364,1
743,1777,1
743,1888,1
743,1948,1
745,208,1
745,329,1
745,879,1
745,1338,1
745,1631,1
745,1702,1
745,1737,1
745,1855,1
745,1870,1
745,1881,1
745,1984,1
745,1990,1
746,1049,1
746,1410,1
746,1647,1
746,1695,1
747,1894,1
748,1291,1
748,1985,1
749,1772,1
749,1774,1
750,188,1
750,1410,1
750,1841,1
751,1439,1
752,1693,1
752,1883,1
753,262,1
753,1269,1
753,1506,1
753,1920,1
754,584,1
754,1621,1
755,320,1
755,468,1
755,1403,1
755,1564,1
755,1619,1
755,1642,1
755,1705,1
755,1711,1
755,1737,1
755,1911,1
756,639,1
757,213,1
757,953,1
757,1269,1
758,1883,1
759,275,1
759,601,1
759,734,1
759,1113,1
760,780,1
761,7,1
761,895,1
761,1727,1
761,1737,1
761,1880,1
761,1881,1
763,862,1
763,1132,1
763,1330,1
763,1920,1
764,329,1
765,1737,1
766,710,1
766,1737,1
766,1896,1
767,94,1
767,633,1
768,92,1
768,277,1
768,577,1
768,597,1
768,730,1
768,962,1
768,1096,1
768,1603,1
768,1648,1
769,277,1
769,1819,1
770,726,1
770,929,1
772,1737,1
772,1787,1
773,1853,1
774,1853,1
775,633,1
775,1362,1
775,1738,1
775,1829,1
775,1879,1
776,528,1
776,1073,1
776,1488,1
776,1737,1
776,1760,1
776,1787,1
776,1856,1
776,1915,1
776,1979,1
777,680,1
777,892,1
777,1457,1
777,1647,1
777,1737,1
778,1153,1
778,1289,1
778,1631,1
778,1679,1
778,1897,1
779,274,1
779,343,1
779,347,1
779,726,1
779,1181,1
779,1670,1
779,1692,1
779,1705,1
779,1852,1
779,1920,1
780,1798,1
780,1931,1
781,205,1
781,272,1
781,579,1
781,840,1
781,1737,1
781,1828,1
781,1990,1
782,1377,1
782,1878,1
782,1902,1
783,166,1
783,1074,1
783,1653,1
784,612,1
784,1450,1
784,1631,1
784,1820,1
784,1983,1
785,284,1
785,926,1
786,1226,1
786,1631,1
786,1856,1
787,1737,1
787,1846,1
787,1916,1
788,227,1
788,906,1
788,1644,1
788,1692,1
789,401,1
789,1045,1
790,1894,1
791,88,1
791,277,1
791,866,1
791,1080,1
791,1851,1
792,477,1
792,1030,1
792,1866,1
792,1897,1
793,513,1
793,698,1
793,1631,1
793,1670,1
793,1705,1
794,840,1
794,1737,1
794,1746,1
794,1860,1
795,633,1
796,309,1
796,374,1
796,1554,1
796,1609,1
796,1714,1
797,1562,1
797,1746,1
797,1983,1
798,1159,1
798,1304,1
799,226,1
799,1159,1
799,1212,1
799,1878,1
800,345,1
801,62,1
801,92,1
801,141,1
801,179,1
801,188,1
801,402,1
801,484,1
801,1280,1
801,1439,1
801,1737,1
801,1794,1
801,1797,1
801,1862,1
801,1937,1
802,1400,1
803,407,1
803,617,1
803,633,1
803,1326,1
804,40,1
804,1647,1
804,1893,1
805,1809,1
805,1817,1
805,1861,1
806,286,1
806,293,1
806,633,1
806,736,1
806,1362,1
806,1586,1
806,1653,1
806,1766,1
806,1861,1
806,1879,1
807,97,1
807,574,1
807,1045,1
807,1621,1
807,1737,1
807,1879,1
807,1920,1
808,385,1
810,681,1
810,1038,1
810,1692,1
811,1775,1
812,846,1
812,979,1
812,1730,1
812,1920,1
812,1970,1
814,40,1
816,1855,1
816,1920,1
817,33,1
817,407,1
817,803,1
817,1983,1
818,7,1
818,600,1
818,929,1
818,1648,1
818,1713,1
818,1782,1
818,1828,1
818,1852,1
818,1894,1
819,614,1
819,1609,1
820,852,1
820,926,1
820,1683,1
820,1737,1
820,1991,1
821,40,1
821,266,1
821,633,1
821,797,1
821,1362,1
821,1670,1
821,1737,1
821,1746,1
821,1918,1
822,309,1
822,518,1
822,1159,1
823,1379,1
823,1713,1
824,872,1
824,1925,1
825,103,1
825,612,1
825,1400,1
825,1774,1
825,1831,1
826,143,1
826,820,1
827,633,1
827,1829,1
827,1853,1
827,1919,1
828,803,1
828,1464,1
828,1670,1
829,127,1
829,418,1
829,866,1
829,1855,1
831,1675,1
831,1879,1
831,1902,1
832,872,1
832,1379,1
833,1269,1
833,1990,1
834,208,1
834,315,1
834,994,1
834,1744,1
834,1920,1
835,447,1
835,1284,1
835,1621,1
835,1670,1
836,165,1
836,286,1
836,395,1
836,407,1
836,692,1
836,888,1
836,1291,1
837,576,1
837,675,1
837,676,1
838,170,1
838,1746,1
839,1228,1
839,1457,1
839,1787,1
840,15,1
840,184,1
840,1159,1
840,1631,1
840,1633,1
840,1647,1
840,1711,1
840,1748,1
840,1864,1
840,1883,1
841,1159,1
841,1692,1
842,145,1
842,498,1
842,1633,1
842,1737,1
843,616,1
843,782,1
843,1746,1
844,1486,1
844,1603,1
844,1896,1
844,1934,1
845,177,1
845,407,1
845,1737,1
845,1774,1
845,1801,1
845,1881,1
846,1362,1
846,1488,1
846,1855,1
846,1955,1
847,274,1
847,972,1
847,1543,1
847,1586,1
847,1737,1
847,1931,1
848,840,1
848,1065,1
848,1246,1
850,144,1
850,254,1
850,441,1
850,1520,1
851,177,1
851,407,1
851,798,1
851,1171,1
851,1746,1
851,1814,1
852,231,1
852,266,1
852,279,1
852,287,1
852,408,1
852,612,1
852,929,1
852,1386,1
852,1677,1
852,1737,1
852,1744,1
852,1759,1
852,1879,1
852,1880,1
853,187,1
853,1468,1
853,1737,1
854,135,1
854,873,1
854,1063,1
854,1362,1
855,390,1
855,710,1
855,1737,1
856,177,1
856,187,1
856,1400,1
856,1451,1
856,1584,1
856,1751,1
856,1950,1
857,125,1
857,208,1
857,462,1
857,505,1
857,1400,1
857,1645,1
857,1647,1
857,1737,1
858,866,1
858,1488,1
858,1919,1
859,664,1
859,1791,1
860,506,1
860,903,1
860,1209,1
860,1883,1
861,407,1
861,852,1
861,961,1
861,1405,1
861,1737,1
862,407,1
862,735,1
862,1737,1
862,1883,1
863,953,1
863,1330,1
863,1776,1
864,1680,1
864,1737,1
864,1916,1
865,1299,1
866,633,1
866,1193,1
866,1737,1
866,1777,1
867,8,1
867,1749,1
867,1811,1
868,73,1
868,187,1
868,395,1
868,585,1
868,779,1
868,1012,1
868,1621,1
868,1737,1
869,653,1
869,895,1
869,1687,1
869,1776,1
870,75,1
870,1737,1
870,1741,1
870,1817,1
870,1920,1
871,208,1
871,1219,1
871,1423,1
871,1621,1
871,1883,1
872,383,1
872,1463,1
872,1737,1
872,1934,1
872,1940,1
873,659,1
873,1464,1
874,444,1
874,810,1
874,1513,1
874,1737,1
874,1920,1
874,1965,1
875,345,1
875,496,1
875,681,1
875,1004,1
875,1279,1
875,1438,1
875,1605,1
875,1631,1
875,1751,1
875,1990,1
876,248,1
876,994,1
876,1621,1
876,1754,1
877,105,1
877,1859,1
877,1911,1
877,1983,1
878,309,1
878,374,1
878,412,1
878,633,1
878,798,1
878,852,1
878,1068,1
878,1379,1
878,1432,1
878,1446,1
878,1559,1
878,1621,1
878,1711,1
878,1737,1
878,1746,1
878,1895,1
878,1920,1
879,221,1
879,1362,1
879,1893,1
880,707,1
880,1738,1
881,218,1
881,226,1
881,540,1
881,991,1
881,1687,1
881,1737,1
881,1797,1
881,1841,1
881,1950,1
881,1983,1
882,1631,1
882,1931,1
883,1015,1
883,1044,1
883,1919,1
884,1879,1
884,1897,1
885,145,1
885,994,1
885,1089,1
885,1513,1
885,1896,1
885,1934,1
885,1985,1
886,1189,1
886,1609,1
886,1621,1
886,1870,1
887,42,1
887,1364,1
887,1737,1
888,803,1
888,1309,1
888,1472,1
888,1609,1
888,1624,1
888,1670,1
888,1713,1
889,633,1
889,690,1
889,1084,1
889,1883,1
890,483,1
890,929,1
890,1737,1
890,1960,1
891,597,1
891,872,1
891,1603,1
891,1631,1
892,1061,1
892,1705,1
892,1809,1
892,1861,1
892,1920,1
893,145,1
893,614,1
893,700,1
893,1330,1
893,1647,1
894,197,1
894,1432,1
894,1737,1
894,1853,1
895,135,1
895,188,1
895,1211,1
895,1631,1
895,1633,1
895,1638,1
895,1702,1
895,1737,1
895,1828,1
895,1879,1
896,177,1
896,1226,1
896,1897,1
896,1920,1
898,1537,1
898,1736,1
898,1746,1
899,468,1
900,633,1
900,782,1
900,1916,1
901,633,1
901,956,1
902,1043,1
902,1647,1
902,1687,1
903,94,1
903,633,1
903,1741,1
903,1878,1
904,396,1
904,1246,1
905,1737,1
905,1920,1
906,329,1
906,345,1
906,528,1
906,1920,1
906,1990,1
907,40,1
907,371,1
907,1631,1
907,1737,1
907,1828,1
908,1275,1
909,819,1
910,513,1
910,698,1
910,879,1
910,918,1
910,1073,1
910,1737,1
910,1774,1
910,1782,1
910,1787,1
911,42,1
911,277,1
911,1631,1
913,633,1
913,1282,1
913,1774,1
914,89,1
914,1620,1
914,1631,1
915,918,1
915,1038,1
915,1309,1
915,1631,1
916,226,1
916,591,1
916,898,1
916,1458,1
916,1737,1
917,521,1
917,939,1
917,1737,1
917,1746,1
917,1883,1
917,1897,1
918,895,1
918,1279,1
918,1715,1
919,1423,1
919,1773,1
920,782,1
920,1276,1
921,274,1
921,1298,1
921,1746,1
922,1069,1
922,1297,1
923,479,1
923,1334,1
923,1338,1
923,1419,1
923,1682,1
923,1737,1
923,1831,1
923,1879,1
923,1979,1
924,188,1
924,1409,1
924,1879,1
924,1893,1
924,1940,1
925,320,1
925,1491,1
925,1737,1
925,1875,1
926,187,1
926,347,1
926,597,1
926,612,1
926,929,1
926,1667,1
926,1886,1
926,1911,1
927,1746,1
929,688,1
929,966,1
929,1008,1
929,1631,1
929,1647,1
929,1729,1
930,667,1
930,690,1
931,188,1
931,633,1
931,1841,1
932,918,1
933,488,1
933,552,1
934,639,1
934,734,1
934,1324,1
934,1631,1
934,1737,1
934,1801,1
934,1811,1
934,1841,1
934,1897,1
934,1920,1
934,1985,1
935,461,1
935,962,1
935,1721,1
936,293,1
936,1007,1
936,1038,1
936,1341,1
936,1983,1
937,1609,1
937,1689,1
938,984,1
939,144,1
939,333,1
939,994,1
939,1483,1
939,1488,1
939,1647,1
939,1737,1
940,1399,1
940,1737,1
940,1776,1
941,459,1
941,1269,1
942,735,1
942,1015,1
942,1269,1
942,1398,1
942,1488,1
942,1631,1
942,1737,1
942,1959,1
943,1619,1
944,1917,1
944,1985,1
945,633,1
945,1737,1
945,1950,1
947,1597,1
947,1607,1
947,1746,1
948,213,1
948,653,1
948,1417,1
948,1842,1
949,105,1
949,1883,1
950,208,1
950,210,1
950,277,1
950,535,1
950,782,1
950,979,1
950,1159,1
950,1285,1
950,1297,1
950,1309,1
950,1379,1
950,1648,1
950,1692,1
950,1705,1
950,1737,1
950,1738,1
950,1741,1
951,896,1
951,984,1
951,1099,1
951,1631,1
951,1729,1
951,1934,1
952,612,1
952,759,1
952,1983,1
953,1774,1
954,1864,1
955,826,1
955,1621,1
955,1736,1
956,75,1
956,165,1
956,345,1
956,1631,1
956,1737,1
956,1763,1
956,1879,1
956,1990,1
957,11,1
957,40,1
957,971,1
957,1864,1
958,1008,1
958,1397,1
959,179,1
959,972,1
959,1737,1
959,1920,1
960,208,1
960,690,1
960,734,1
960,1991,1
961,177,1
961,1879,1
962,47,1
962,93,1
962,477,1
962,706,1
962,870,1
962,966,1
962,1432,1
962,1611,1
962,1828,1
962,1864,1
962,1893,1
962,1894,1
962,1897,1
962,1920,1
963,1920,1
964,1861,1
965,633,1
965,1603,1
966,1,1
966,306,1
966,1590,1
967,126,1
967,187,1
967,221,1
967,444,1
967,686,1
967,895,1
967,1737,1
967,1855,1
968,1864,1
969,822,1
969,971,1
970,345,1
971,1028,1
971,1223,1
971,1559,1
971,1774,1
972,182,1
972,407,1
972,601,1
972,669,1
972,676,1
972,1053,1
972,1159,1
972,1285,1
972,1741,1
972,1753,1
972,1774,1
972,1776,1
972,1828,1
972,1918,1
973,55,1
973,358,1
973,633,1
973,1389,1
973,1737,1
973,1820,1
974,1362,1
974,1670,1
974,1737,1
974,1920,1
975,633,1
975,1044,1
975,1737,1
976,738,1
976,1275,1
976,1746,1
977,633,1
978,1885,1
979,469,1
979,633,1
980,932,1
980,1629,1
981,1112,1
981,1737,1
982,770,1
982,1049,1
982,1446,1
982,1475,1
982,1599,1
982,1737,1
983,633,1
984,179,1
984,584,1
984,738,1
984,1122,1
984,1158,1
984,1934,1
985,112,1
985,926,1
985,1017,1
985,1705,1
985,1749,1
985,1879,1
986,517,1
986,817,1
986,1609,1
987,161,1
987,750,1
987,1158,1
988,187,1
988,1751,1
988,1879,1
989,1362,1
989,1692,1
989,1701,1
989,1856,1
989,1950,1
990,1633,1
991,633,1
992,633,1
992,758,1
992,1737,1
992,1883,1
993,409,1
993,867,1
993,1670,1
993,1746,1
994,407,1
994,601,1
994,633,1
994,657,1
994,710,1
994,1060,1
994,1284,1
994,1304,1
994,1631,1
994,1645,1
994,1737,1
994,1774,1
994,1785,1
994,1787,1
994,1841,1
994,1879,1
994,1911,1
994,1955,1
994,1990,1
995,633,1
996,407,1
997,1159,1
997,1737,1
998,819,1
998,821,1
998,1004,1
998,1464,1
999,100,1
999,145,1
999,1398,1
999,1556,1
999,1670,1
1000,145,1
1000,309,1
1000,1039,1
1000,1132,1
1001,177,1
1001,286,1
1001,309,1
1001,1628,1
1001,1888,1
1003,184,1
1003,1737,1
1004,146,1
1004,497,1
1004,994,1
1004,1362,1
1004,1737,1
1004,1746,1
1005,986,1
1005,1074,1
1005,1778,1
1006,1725,1
1007,177,1
1007,708,1
1007,1231,1
1007,1609,1
1007,1699,1
1007,1883,1
1008,884,1
1008,1331,1
1008,1486,1
1008,1879,1
1008,1914,1
1009,842,1
1009,932,1
1009,1611,1
1009,1621,1
1009,1681,1
1009,1776,1
1010,371,1
1010,407,1
1010,1193,1
1010,1603,1
1010,1737,1
1010,1774,1
1011,710,1
1011,1159,1
1012,1737,1
1013,217,1
1013,518,1
1013,664,1
1013,953,1
1013,983,1
1013,1537,1
1013,1861,1
1014,804,1
1014,1705,1
1014,1742,1
1015,284,1
1015,406,1
1015,1254,1
1015,1487,1
1015,1611,1
1015,1621,1
1015,1677,1
1015,1687,1
1015,1920,1
1015,1983,1
1015,1987,1
1016,633,1
1016,1003,1
1016,1897,1
1017,177,1
1017,1599,1
1018,274,1
1018,405,1
1018,447,1
1018,459,1
1018,633,1
1018,1920,1
1019,807,1
1020,341,1
1020,628,1
1020,1870,1
1020,1882,1
1021,268,1
1021,347,1
1021,411,1
1021,562,1
1021,1111,1
1021,1285,1
1022,929,1
1023,803,1
1023,1314,1
1024,1253,1
1024,1279,1
1024,1670,1
1024,1963,1
1025,801,1
1025,910,1
1025,1432,1
1025,1788,1
1025,1879,1
1026,1580,1
1027,1464,1
1027,1737,1
1028,40,1
1028,726,1
1028,766,1
1028,1603,1
1028,1737,1
1028,1759,1
1029,430,1
1029,676,1
1029,929,1
1029,1464,1
1029,1631,1
1029,1737,1
1029,1741,1
1029,1880,1
1030,560,1
1030,932,1
1030,1631,1
1031,1920,1
1032,1377,1
1032,1603,1
1032,1896,1
1033,513,1
1033,1454,1
1033,1653,1
1033,1737,1
1033,1879,1
1033,1883,1
1034,540,1
1034,668,1
1034,1039,1
1034,1705,1
1035,1412,1
1035,1488,1
1035,1841,1
1035,1883,1
1036,558,1
1036,1359,1
1036,1853,1
1037,395,1
1037,466,1
1037,1404,1
1037,1920,1
1038,1737,1
1039,177,1
1039,277,1
1039,497,1
1039,590,1
1039,1138,1
1039,1654,1
1039,1677,1
1039,1737,1
1039,1776,1
1039,1928,1
1040,397,1
1040,1269,1
1040,1279,1
1040,1621,1
1040,1624,1
1041,1711,1
1042,369,1
1042,1675,1
1043,926,1
1043,1487,1
1043,1896,1
1044,734,1
1044,1432,1
1045,177,1
1045,179,1
1045,273,1
1045,274,1
1045,405,1
1045,1297,1
1046,896,1
1046,1693,1
1046,1781,1
1046,1925,1
1047,1,1
1047,639,1
1047,816,1
1047,1885,1
1047,1931,1
1048,734,1
1048,782,1
1048,910,1
1048,1850,1
1049,62,1
1049,407,1
1049,633,1
1049,1065,1
1049,1537,1
1049,1631,1
1049,1730,1
1049,1737,1
1049,1746,1
1049,1803,1
1049,1920,1
1049,1990,1
1050,677,1
1051,187,1
1051,612,1
1051,1488,1
1051,1861,1
1053,407,1
1053,436,1
1053,1068,1
1053,1723,1
1053,1737,1
1053,1879,1
1053,1934,1
1053,1970,1
1054,1566,1
1054,1841,1
1055,1737,1
1055,1841,1
1056,253,1
1057,40,1
1057,94,1
1057,672,1
1057,1524,1
1057,1985,1
1058,294,1
1058,677,1
1058,890,1
1058,1680,1
1058,1737,1
1058,1776,1
1058,1896,1
1058,1911,1
1059,929,1
1059,1015,1
1059,1159,1
1059,1631,1
1059,1737,1
1060,7,1
1060,102,1
1060,662,1
1060,710,1
1060,1595,1
1060,1642,1
1060,1911,1
1061,279,1
1061,293,1
1061,803,1
1061,1656,1
1061,1920,1
1062,1623,1
1062,1841,1
1062,1939,1
1062,1985,1
1063,407,1
1063,1585,1
1063,1631,1
1064,187,1
1064,1269,1
1064,1855,1
1064,1920,1
1065,1920,1
1066,1670,1
1067,742,1
1067,803,1
1067,1275,1
1068,40,1
1068,1687,1
1068,1828,1
1068,1879,1
1068,1911,1
1069,327,1
1069,520,1
1069,676,1
1069,1004,1
1069,1284,1
1070,343,1
1070,486,1
1070,1776,1
1071,782,1
1071,1879,1
1072,151,1
1072,798,1
1072,1942,1
1073,459,1
1073,612,1
1073,870,1
1073,1879,1
